lag,percentile,log_rr_low_interp,log_rr_high_interp,rr_low_interp,rr_high_interp,ci_level,ci_excludes_null_interp
2.0,55.0,-0.02977794867442376,-0.004653019292543073,0.9706610461921807,0.9953577892311373,0.9,True
3.0,55.0,-0.029248694463344643,-0.003015297702458232,0.9711749086083374,0.99698924374191,0.9,True
4.0,55.0,-0.029372147000428277,0.0003894033037364821,0.9710550220022228,1.000389479131045,0.9,False
5.0,55.0,-0.029368567213244576,0.003913051782736584,0.9710584981787673,1.0039207177657319,0.9,False
6.0,55.0,-0.028508969382074003,0.006751249538591872,0.9718935768222163,1.0067740905967204,0.9,False
7.0,55.0,-0.026342434658954045,0.009397364843757134,0.9740015006241071,1.0094416587165977,0.9,False
8.0,55.0,-0.02351064800361589,0.012286437950414066,0.9767635740314028,1.0123622263007312,0.9,False
9.0,55.0,-0.021092717468465475,0.016007601634984044,0.9791281780748033,1.0161364096748167,0.9,False
10.0,55.0,-0.01991566078570467,0.020407449182561238,0.9802813459789405,1.0206171049245796,0.9,False
11.0,55.0,-0.0200179269126206,0.02330717992452814,0.9801811015282924,1.023580914768014,0.9,False
0.0,60.0,-0.03423932013218752,-0.00022143972479114177,0.966340212294809,0.9997785847911751,0.9,True
1.0,60.0,-0.033818236479912916,-0.0031282079873177627,0.9667472080443565,0.9968766797573326,0.9,True
2.0,60.0,-0.03276701099512635,-0.00414300166426936,0.967764011698119,0.995865568727325,0.9,True
3.0,60.0,-0.032268236449481465,-0.002562282769203705,0.9682468281516143,0.9974409970753965,0.9,True
4.0,60.0,-0.03219230266082142,0.0007793146063910494,0.9683203535931313,1.0007796183509179,0.9,False
5.0,60.0,-0.0318954396590965,0.004312823038723829,0.9686078547520474,1.0043221366445032,0.9,False
6.0,60.0,-0.031036534132186985,0.00732608591245952,0.9694401547742796,1.0073529873337728,0.9,False
7.0,60.0,-0.02892604457774258,0.010504966839442775,0.9714883086380225,1.0105603377235062,0.9,False
8.0,60.0,-0.02603948736553006,0.013757033557630716,0.9742966164425242,1.013852096973769,0.9,False
9.0,60.0,-0.023487991598880542,0.017570700780959167,0.9767857042329612,1.017725973628357,0.9,False
10.0,60.0,-0.022067497915685276,0.021706924707705234,0.9781742081026704,1.021944233972077,0.9,False
11.0,60.0,-0.02176936452851961,0.024092179946953694,0.9784658779686722,1.024384741269694,0.9,False
0.0,65.0,-0.036162181331333795,-0.00037050642775950386,0.9644838595217446,0.9996295622012709,0.9,True
1.0,65.0,-0.035706581369804806,-0.003551923897714058,0.964923378445838,0.9964543767219921,0.9,True
2.0,65.0,-0.034440403079701705,-0.004700392564275334,0.96614591729198,0.9953106369930039,0.9,True
3.0,65.0,-0.03384896905306908,-0.002958810220944807,0.9667174978715992,0.9970455627440292,0.9,True
4.0,65.0,-0.033967824898235986,0.0007574215012935643,0.9666026046743513,1.000757708417393,0.9,False
5.0,65.0,-0.03380839518901131,0.004650714034629334,0.9667567221316746,1.0046615453898142,0.9,False
6.0,65.0,-0.03288790670774036,0.00786033142513851,0.9676470202503072,1.0078913049310163,0.9,False
7.0,65.0,-0.030546333134934493,0.011000014634130634,0.9699154918007502,1.0110607372407143,0.9,False
8.0,65.0,-0.027308664762555966,0.014282189216789752,0.9730608455710483,1.0143846669688785,0.9,False
