"model_id","city","activity_type","row_exposure","col_exposure","covariance"
"Nashville__ride","Nashville","ride",6,6,0.0266288100559675
"New_York__ride","New_York","ride",2,2,0.00281616832424296
"New_York__ride","New_York","ride",4,2,0.00497085685478136
"New_York__ride","New_York","ride",6,2,0.0058025869978531
"New_York__ride","New_York","ride",2,4,0.00497085685478136
"New_York__ride","New_York","ride",4,4,0.00881161997032852
"New_York__ride","New_York","ride",6,4,0.0103921946474533
"New_York__ride","New_York","ride",2,6,0.0058025869978531
"New_York__ride","New_York","ride",4,6,0.0103921946474533
"New_York__ride","New_York","ride",6,6,0.012555843840536
"Newark__ride","Newark","ride",2,2,11293726171.0925
"Newark__ride","Newark","ride",4,2,19610354921.7327
"Newark__ride","Newark","ride",6,2,21972793264.059
"Newark__ride","Newark","ride",2,4,19610354921.7327
"Newark__ride","Newark","ride",4,4,34099118813.3035
"Newark__ride","Newark","ride",6,4,38344697098.478
"Newark__ride","Newark","ride",2,6,21972793264.059
"Newark__ride","Newark","ride",4,6,38344697098.478
"Newark__ride","Newark","ride",6,6,43514822960.135
"Oklahoma_City__ride","Oklahoma_City","ride",2,2,0.000860196015564581
"Oklahoma_City__ride","Oklahoma_City","ride",4,2,0.0016346952084081
"Oklahoma_City__ride","Oklahoma_City","ride",6,2,0.00223780125580465
"Oklahoma_City__ride","Oklahoma_City","ride",2,4,0.0016346952084081
"Oklahoma_City__ride","Oklahoma_City","ride",4,4,0.00310924661397188
"Oklahoma_City__ride","Oklahoma_City","ride",6,4,0.00426351001383748
"Oklahoma_City__ride","Oklahoma_City","ride",2,6,0.00223780125580465
"Oklahoma_City__ride","Oklahoma_City","ride",4,6,0.00426351001383748
"Oklahoma_City__ride","Oklahoma_City","ride",6,6,0.00586503387631274
"Orlando__ride","Orlando","ride",2,2,0.0363310084831907
"Orlando__ride","Orlando","ride",4,2,0.0482871826998934
"Orlando__ride","Orlando","ride",6,2,0.0272044392646804
"Orlando__ride","Orlando","ride",2,4,0.0482871826998933
"Orlando__ride","Orlando","ride",4,4,0.0682731320439571
"Orlando__ride","Orlando","ride",6,4,0.0488132135468801
"Orlando__ride","Orlando","ride",2,6,0.0272044392646804
"Orlando__ride","Orlando","ride",4,6,0.0488132135468801
"Orlando__ride","Orlando","ride",6,6,0.0595503039863655
"Overland_Park__ride","Overland_Park","ride",2,2,0.00422520922344771
"Overland_Park__ride","Overland_Park","ride",4,2,0.00727713868098629
"Overland_Park__ride","Overland_Park","ride",6,2,0.00798330983634027
"Overland_Park__ride","Overland_Park","ride",2,4,0.00727713868098629
"Overland_Park__ride","Overland_Park","ride",4,4,0.0126838312243045
"Overland_Park__ride","Overland_Park","ride",6,4,0.0143508737174722
"Overland_Park__ride","Overland_Park","ride",2,6,0.00798330983634027
"Overland_Park__ride","Overland_Park","ride",4,6,0.0143508737174722
"Overland_Park__ride","Overland_Park","ride",6,6,0.0174879228241767
"Palm_Bay__ride","Palm_Bay","ride",2,2,0.861604741666562
"Palm_Bay__ride","Palm_Bay","ride",4,2,-0.419043236139753
"Palm_Bay__ride","Palm_Bay","ride",6,2,-2.85120936317253
"Palm_Bay__ride","Palm_Bay","ride",2,4,-0.419043236139753
"Palm_Bay__ride","Palm_Bay","ride",4,4,2.67469592089987
"Palm_Bay__ride","Palm_Bay","ride",6,4,7.30184209715488
"Palm_Bay__ride","Palm_Bay","ride",2,6,-2.85120936317253
"Palm_Bay__ride","Palm_Bay","ride",4,6,7.30184209715488
"Palm_Bay__ride","Palm_Bay","ride",6,6,23.5993950624988
"Philadelphia__ride","Philadelphia","ride",2,2,0.0174630868637502
"Philadelphia__ride","Philadelphia","ride",4,2,0.0285964621102782
"Philadelphia__ride","Philadelphia","ride",6,2,0.0270704195120343
"Philadelphia__ride","Philadelphia","ride",2,4,0.0285964621102782
"Philadelphia__ride","Philadelphia","ride",4,4,0.0469787654957014
"Philadelphia__ride","Philadelphia","ride",6,4,0.0449327471196762
"Philadelphia__ride","Philadelphia","ride",2,6,0.0270704195120343
"Philadelphia__ride","Philadelphia","ride",4,6,0.0449327471196762
"Philadelphia__ride","Philadelphia","ride",6,6,0.0443788919964673
"Phoenix__ride","Phoenix","ride",2,2,0.00234889555055656
"Phoenix__ride","Phoenix","ride",4,2,0.00386907838915278
"Phoenix__ride","Phoenix","ride",6,2,0.0038296574105191
"Phoenix__ride","Phoenix","ride",2,4,0.00386907838915278
"Phoenix__ride","Phoenix","ride",4,4,0.00643231264001906
"Phoenix__ride","Phoenix","ride",6,4,0.00653684598157294
"Phoenix__ride","Phoenix","ride",2,6,0.0038296574105191
"Phoenix__ride","Phoenix","ride",4,6,0.00653684598157294
"Phoenix__ride","Phoenix","ride",6,6,0.00712713826267447
"Raleigh__ride","Raleigh","ride",2,2,0.00898405849300459
"Raleigh__ride","Raleigh","ride",4,2,0.0141005596156601
"Raleigh__ride","Raleigh","ride",6,2,0.0117288866989066
"Raleigh__ride","Raleigh","ride",2,4,0.0141005596156601
"Raleigh__ride","Raleigh","ride",4,4,0.022387450658239
"Raleigh__ride","Raleigh","ride",6,4,0.0194097208131204
"Raleigh__ride","Raleigh","ride",2,6,0.0117288866989066
"Raleigh__ride","Raleigh","ride",4,6,0.0194097208131204
"Raleigh__ride","Raleigh","ride",6,6,0.0192203447820784
"Richmond__ride","Richmond","ride",2,2,0.0234532180549675
"Richmond__ride","Richmond","ride",4,2,0.0387062998792979
"Richmond__ride","Richmond","ride",6,2,0.0375591168691149
"Richmond__ride","Richmond","ride",2,4,0.0387062998792979
"Richmond__ride","Richmond","ride",4,4,0.0643587786455241
"Richmond__ride","Richmond","ride",6,4,0.0639036090841982
"Richmond__ride","Richmond","ride",2,6,0.0375591168691149
"Richmond__ride","Richmond","ride",4,6,0.0639036090841982
"Richmond__ride","Richmond","ride",6,6,0.0678188535165704
"Riverside__ride","Riverside","ride",2,2,0.17132112059661
"Riverside__ride","Riverside","ride",4,2,0.301072980732751
"Riverside__ride","Riverside","ride",6,2,0.34768639047041
"Riverside__ride","Riverside","ride",2,4,0.301072980732751
"Riverside__ride","Riverside","ride",4,4,0.52946571182271
"Riverside__ride","Riverside","ride",6,4,0.612497887209094
"Riverside__ride","Riverside","ride",2,6,0.347686390470411
"Riverside__ride","Riverside","ride",4,6,0.612497887209094
"Riverside__ride","Riverside","ride",6,6,0.711559610588794
"Sacramento__ride","Sacramento","ride",2,2,0.193760232779378
"Sacramento__ride","Sacramento","ride",4,2,0.373946014104979
"Sacramento__ride","Sacramento","ride",6,2,0.526983009969482
"Sacramento__ride","Sacramento","ride",2,4,0.373946014104979
"Sacramento__ride","Sacramento","ride",4,4,0.721709198989804
"Sacramento__ride","Sacramento","ride",6,4,1.01710663147716
"Sacramento__ride","Sacramento","ride",2,6,0.526983009969483
"Sacramento__ride","Sacramento","ride",4,6,1.01710663147716
"Sacramento__ride","Sacramento","ride",6,6,1.43351149955053
"San_Antonio__ride","San_Antonio","ride",2,2,0.00121550562481075
"San_Antonio__ride","San_Antonio","ride",4,2,0.00218151997551357
"San_Antonio__ride","San_Antonio","ride",6,2,0.00270372535891734
"San_Antonio__ride","San_Antonio","ride",2,4,0.00218151997551357
"San_Antonio__ride","San_Antonio","ride",4,4,0.00392940684301259
"San_Antonio__ride","San_Antonio","ride",6,4,0.00490555838459357
"San_Antonio__ride","San_Antonio","ride",2,6,0.00270372535891734
"San_Antonio__ride","San_Antonio","ride",4,6,0.00490555838459356
"San_Antonio__ride","San_Antonio","ride",6,6,0.00621323297474474
"San_Bernardino__ride","San_Bernardino","ride",2,2,0.961376182964098
"San_Bernardino__ride","San_Bernardino","ride",4,2,1.65226979398759
"San_Bernardino__ride","San_Bernardino","ride",6,2,1.80219862264773
"San_Bernardino__ride","San_Bernardino","ride",2,4,1.65226979398759
"San_Bernardino__ride","San_Bernardino","ride",4,4,2.84413361347476
"San_Bernardino__ride","San_Bernardino","ride",6,4,3.11518519474681
"San_Bernardino__ride","San_Bernardino","ride",2,6,1.80219862264773
"San_Bernardino__ride","San_Bernardino","ride",4,6,3.11518519474681
"San_Bernardino__ride","San_Bernardino","ride",6,6,3.44974773805217
"San_Jose__ride","San_Jose","ride",2,2,0.0155843172997538
"San_Jose__ride","San_Jose","ride",4,2,0.0301043825640611
"San_Jose__ride","San_Jose","ride",6,2,0.0424959532406986
"San_Jose__ride","San_Jose","ride",2,4,0.0301043825640611
"San_Jose__ride","San_Jose","ride",4,4,0.0581564523203863
"San_Jose__ride","San_Jose","ride",6,4,0.0821038888746611
"San_Jose__ride","San_Jose","ride",2,6,0.0424959532406986
"San_Jose__ride","San_Jose","ride",4,6,0.0821038888746611
"San_Jose__ride","San_Jose","ride",6,6,0.115935791191796
"Scottsdale__ride","Scottsdale","ride",2,2,0.00890020540087474
"Scottsdale__ride","Scottsdale","ride",4,2,0.0148843778345577
"Scottsdale__ride","Scottsdale","ride",6,2,0.0152474701332737
"Scottsdale__ride","Scottsdale","ride",2,4,0.0148843778345577
"Scottsdale__ride","Scottsdale","ride",4,4,0.0250610697145654
"Scottsdale__ride","Scottsdale","ride",6,4,0.0261610659728898
"Scottsdale__ride","Scottsdale","ride",2,6,0.0152474701332737
"Scottsdale__ride","Scottsdale","ride",4,6,0.0261610659728898
"Scottsdale__ride","Scottsdale","ride",6,6,0.0287129034677926
"St_Louis__ride","St_Louis","ride",2,2,0.0116260187949069
"St_Louis__ride","St_Louis","ride",4,2,0.0200889798534629
"St_Louis__ride","St_Louis","ride",6,2,0.0222769534695505
"St_Louis__ride","St_Louis","ride",2,4,0.0200889798534629
"St_Louis__ride","St_Louis","ride",4,4,0.0349439679679794
"St_Louis__ride","St_Louis","ride",6,4,0.039415215472883
"St_Louis__ride","St_Louis","ride",2,6,0.0222769534695505
"St_Louis__ride","St_Louis","ride",4,6,0.039415215472883
"St_Louis__ride","St_Louis","ride",6,6,0.0463577614801387
"St_Petersburg__ride","St_Petersburg","ride",2,2,0.0580790928907706
"St_Petersburg__ride","St_Petersburg","ride",4,2,0.0350612421813722
"St_Petersburg__ride","St_Petersburg","ride",6,2,-0.0369914817051643
"St_Petersburg__ride","St_Petersburg","ride",2,4,0.0350612421813722
"St_Petersburg__ride","St_Petersburg","ride",4,4,0.0704913723169942
"St_Petersburg__ride","St_Petersburg","ride",6,4,0.0919552088373551
"St_Petersburg__ride","St_Petersburg","ride",2,6,-0.0369914817051643
"St_Petersburg__ride","St_Petersburg","ride",4,6,0.0919552088373551
"St_Petersburg__ride","St_Petersburg","ride",6,6,0.288958124173779
"Tallahassee__ride","Tallahassee","ride",2,2,0.0956575437563152
"Tallahassee__ride","Tallahassee","ride",4,2,0.0521181881317715
"Tallahassee__ride","Tallahassee","ride",6,2,-0.0811470562746031
"Tallahassee__ride","Tallahassee","ride",2,4,0.0521181881317715
"Tallahassee__ride","Tallahassee","ride",4,4,0.067591997632668
"Tallahassee__ride","Tallahassee","ride",6,4,0.0332281893068179
"Tallahassee__ride","Tallahassee","ride",2,6,-0.0811470562746031
"Tallahassee__ride","Tallahassee","ride",4,6,0.0332281893068179
"Tallahassee__ride","Tallahassee","ride",6,6,0.233921943436332
"Tampa__ride","Tampa","ride",2,2,0.055800341353532
"Tampa__ride","Tampa","ride",4,2,0.0537001063799495
"Tampa__ride","Tampa","ride",6,2,-0.0199391468972144
"Tampa__ride","Tampa","ride",2,4,0.0537001063799495
"Tampa__ride","Tampa","ride",4,4,0.0645064458018485
"Tampa__ride","Tampa","ride",6,4,0.0194920074768455
"Tampa__ride","Tampa","ride",2,6,-0.0199391468972144
"Tampa__ride","Tampa","ride",4,6,0.0194920074768455
"Tampa__ride","Tampa","ride",6,6,0.123913957445277
"Tucson__ride","Tucson","ride",2,2,0.00203831492293143
"Tucson__ride","Tucson","ride",4,2,0.00362502357715633
"Tucson__ride","Tucson","ride",6,2,0.00435149431386971
"Tucson__ride","Tucson","ride",2,4,0.00362502357715633
"Tucson__ride","Tucson","ride",4,4,0.00645959080833916
"Tucson__ride","Tucson","ride",6,4,0.00778829116519026
"Tucson__ride","Tucson","ride",2,6,0.00435149431386971
"Tucson__ride","Tucson","ride",4,6,0.00778829116519026
"Tucson__ride","Tucson","ride",6,6,0.00948206671734523
"Virginia_Beach__ride","Virginia_Beach","ride",2,2,0.018165395297624
"Virginia_Beach__ride","Virginia_Beach","ride",4,2,0.0247052671458215
"Virginia_Beach__ride","Virginia_Beach","ride",6,2,0.0127659299798476
"Virginia_Beach__ride","Virginia_Beach","ride",2,4,0.0247052671458215
"Virginia_Beach__ride","Virginia_Beach","ride",4,4,0.0353585000158912
"Virginia_Beach__ride","Virginia_Beach","ride",6,4,0.0234943370882731
"Virginia_Beach__ride","Virginia_Beach","ride",2,6,0.0127659299798476
"Virginia_Beach__ride","Virginia_Beach","ride",4,6,0.0234943370882731
"Virginia_Beach__ride","Virginia_Beach","ride",6,6,0.0303736239055377
"Visalia__ride","Visalia","ride",2,2,0.00425400204160028
"Visalia__ride","Visalia","ride",4,2,0.00819730190093256
"Visalia__ride","Visalia","ride",6,2,0.0115191999608912
"Visalia__ride","Visalia","ride",2,4,0.00819730190093255
"Visalia__ride","Visalia","ride",4,4,0.0158004135438908
"Visalia__ride","Visalia","ride",6,4,0.0222151426187703
"Visalia__ride","Visalia","ride",2,6,0.0115191999608912
"Visalia__ride","Visalia","ride",4,6,0.0222151426187703
"Visalia__ride","Visalia","ride",6,6,0.0312645711836575
"Washington__ride","Washington","ride",2,2,0.0137839233656725
"Washington__ride","Washington","ride",4,2,0.0220692445699009
"Washington__ride","Washington","ride",6,2,0.019357365330097
"Washington__ride","Washington","ride",2,4,0.0220692445699009
"Washington__ride","Washington","ride",4,4,0.0354683375492311
"Washington__ride","Washington","ride",6,4,0.0315271242443402
"Washington__ride","Washington","ride",2,6,0.019357365330097
"Washington__ride","Washington","ride",4,6,0.0315271242443402
"Washington__ride","Washington","ride",6,6,0.0293216711026508
"Abilene__run","Abilene","run",2,2,0.0520017694969497
"Abilene__run","Abilene","run",4,2,0.0993627165673147
"Abilene__run","Abilene","run",6,2,0.137442049088837
"Abilene__run","Abilene","run",2,4,0.0993627165673147
"Abilene__run","Abilene","run",4,4,0.189929923874135
"Abilene__run","Abilene","run",6,4,0.262906088416505
"Abilene__run","Abilene","run",2,6,0.137442049088837
"Abilene__run","Abilene","run",4,6,0.262906088416505
"Abilene__run","Abilene","run",6,6,0.364414114282699
"Amarillo__run","Amarillo","run",2,2,0.965596376126377
"Amarillo__run","Amarillo","run",4,2,1.47627897437441
"Amarillo__run","Amarillo","run",6,2,1.07713424275571
"Amarillo__run","Amarillo","run",2,4,1.47627897437441
"Amarillo__run","Amarillo","run",4,4,2.2687159818988
"Amarillo__run","Amarillo","run",6,4,1.69346887501125
"Amarillo__run","Amarillo","run",2,6,1.07713424275571
"Amarillo__run","Amarillo","run",4,6,1.69346887501125
"Amarillo__run","Amarillo","run",6,6,1.38820433144436
"Arlington__run","Arlington","run",2,2,0.0034673077345606
"Arlington__run","Arlington","run",4,2,0.00674423940520655
"Arlington__run","Arlington","run",6,2,0.00964042111878919
"Arlington__run","Arlington","run",2,4,0.00674423940520655
"Arlington__run","Arlington","run",4,4,0.0131200743215978
"Arlington__run","Arlington","run",6,4,0.0187590985237455
"Arlington__run","Arlington","run",2,6,0.00964042111878919
"Arlington__run","Arlington","run",4,6,0.0187590985237455
"Arlington__run","Arlington","run",6,6,0.0268342889351892
"Atlanta__run","Atlanta","run",2,2,0.711871485015535
"Atlanta__run","Atlanta","run",4,2,0.176667485727876
"Atlanta__run","Atlanta","run",6,2,-1.61642522127324
"Atlanta__run","Atlanta","run",2,4,0.176667485727876
"Atlanta__run","Atlanta","run",4,4,1.43319791638805
"Atlanta__run","Atlanta","run",6,4,1.7783547868569
"Atlanta__run","Atlanta","run",2,6,-1.61642522127324
"Atlanta__run","Atlanta","run",4,6,1.7783547868569
"Atlanta__run","Atlanta","run",6,6,14.5798393349842
"Austin__run","Austin","run",2,2,0.000219849134623917
"Austin__run","Austin","run",4,2,0.000425859143006636
"Austin__run","Austin","run",6,2,0.000604191398906956
"Austin__run","Austin","run",2,4,0.000425859143006636
"Austin__run","Austin","run",4,4,0.000825035910341007
"Austin__run","Austin","run",6,4,0.00117084752633084
"Austin__run","Austin","run",2,6,0.000604191398906956
"Austin__run","Austin","run",4,6,0.00117084752633084
"Austin__run","Austin","run",6,6,0.00166243321078859
"Bakersfield__run","Bakersfield","run",2,2,0.0133874348813419
"Bakersfield__run","Bakersfield","run",4,2,0.0241130172158026
"Bakersfield__run","Bakersfield","run",6,2,0.0295149006392225
"Bakersfield__run","Bakersfield","run",2,4,0.0241130172158026
"Bakersfield__run","Bakersfield","run",4,4,0.0435733048041218
"Bakersfield__run","Bakersfield","run",6,4,0.0537281281913033
"Bakersfield__run","Bakersfield","run",2,6,0.0295149006392225
"Bakersfield__run","Bakersfield","run",4,6,0.0537281281913033
"Bakersfield__run","Bakersfield","run",6,6,0.0673380108056509
"Baltimore__run","Baltimore","run",2,2,0.0155264061077091
"Baltimore__run","Baltimore","run",4,2,0.0256108085019371
"Baltimore__run","Baltimore","run",6,2,0.0248112085859797
"Baltimore__run","Baltimore","run",2,4,0.0256108085019371
"Baltimore__run","Baltimore","run",4,4,0.0427075755567675
"Baltimore__run","Baltimore","run",6,4,0.0427762556239637
"Baltimore__run","Baltimore","run",2,6,0.0248112085859797
"Baltimore__run","Baltimore","run",4,6,0.0427762556239637
"Baltimore__run","Baltimore","run",6,6,0.047048980589312
"Boston__run","Boston","run",2,2,44.4994849698664
"Boston__run","Boston","run",4,2,78.9537479007465
"Boston__run","Boston","run",6,2,93.3175857937518
"Boston__run","Boston","run",2,4,78.9537479007465
"Boston__run","Boston","run",4,4,140.12817902089
"Boston__run","Boston","run",6,4,165.743961347747
"Boston__run","Boston","run",2,6,93.3175857937518
"Boston__run","Boston","run",4,6,165.743961347747
"Boston__run","Boston","run",6,6,196.387920230249
"Cape_Coral__run","Cape_Coral","run",2,2,0.894252070672656
"Cape_Coral__run","Cape_Coral","run",4,2,0.616904017192155
"Cape_Coral__run","Cape_Coral","run",6,2,-0.531803587461979
"Cape_Coral__run","Cape_Coral","run",2,4,0.616904017192155
"Cape_Coral__run","Cape_Coral","run",4,4,0.67946134774667
"Cape_Coral__run","Cape_Coral","run",6,4,0.228659980774304
"Cape_Coral__run","Cape_Coral","run",2,6,-0.531803587461979
"Cape_Coral__run","Cape_Coral","run",4,6,0.228659980774304
"Cape_Coral__run","Cape_Coral","run",6,6,1.71978871178728
"Chandler__run","Chandler","run",2,2,0.0468769387581581
"Chandler__run","Chandler","run",4,2,0.078840975443693
"Chandler__run","Chandler","run",6,2,0.0817469125238585
"Chandler__run","Chandler","run",2,4,0.078840975443693
"Chandler__run","Chandler","run",4,4,0.133340889263577
"Chandler__run","Chandler","run",6,4,0.140403162372793
"Chandler__run","Chandler","run",2,6,0.0817469125238585
"Chandler__run","Chandler","run",4,6,0.140403162372793
"Chandler__run","Chandler","run",6,6,0.154033144782263
"Charleston__run","Charleston","run",2,2,0.0676522113165466
"Charleston__run","Charleston","run",4,2,0.0379554971183668
"Charleston__run","Charleston","run",6,2,-0.130746891861015
"Charleston__run","Charleston","run",2,4,0.0379554971183668
"Charleston__run","Charleston","run",4,4,0.0641930610632844
"Charleston__run","Charleston","run",6,4,0.0709950224286536
"Charleston__run","Charleston","run",2,6,-0.130746891861015
"Charleston__run","Charleston","run",4,6,0.0709950224286536
"Charleston__run","Charleston","run",6,6,0.740132861963716
"Charlotte__run","Charlotte","run",2,2,0.0471727927771559
"Charlotte__run","Charlotte","run",4,2,0.0686236296845313
"Charlotte__run","Charlotte","run",6,2,0.0386417367682381
"Charlotte__run","Charlotte","run",2,4,0.0686236296845313
"Charlotte__run","Charlotte","run",4,4,0.102141777001144
"Charlotte__run","Charlotte","run",6,4,0.0654638319944847
"Charlotte__run","Charlotte","run",2,6,0.0386417367682381
"Charlotte__run","Charlotte","run",4,6,0.0654638319944847
"Charlotte__run","Charlotte","run",6,6,0.0686503093160155
"Chicago__run","Chicago","run",2,2,871.619307633382
"Chicago__run","Chicago","run",4,2,1583.15955253843
"Chicago__run","Chicago","run",6,2,1974.54209795366
"Chicago__run","Chicago","run",2,4,1583.15955253843
"Chicago__run","Chicago","run",4,4,2899.14599101141
"Chicago__run","Chicago","run",6,4,3680.78586050976
"Chicago__run","Chicago","run",2,6,1974.54209795366
"Chicago__run","Chicago","run",4,6,3680.78586050976
"Chicago__run","Chicago","run",6,6,4850.43303740194
"Cincinnati__run","Cincinnati","run",2,2,4464.32111754024
"Cincinnati__run","Cincinnati","run",4,2,6092.09577179148
"Cincinnati__run","Cincinnati","run",6,2,2046.77818696058
"Cincinnati__run","Cincinnati","run",2,4,6092.09577179148
"Cincinnati__run","Cincinnati","run",4,4,8323.05743362176
"Cincinnati__run","Cincinnati","run",6,4,2831.75032570712
"Cincinnati__run","Cincinnati","run",2,6,2046.77818696058
"Cincinnati__run","Cincinnati","run",4,6,2831.75032570712
"Cincinnati__run","Cincinnati","run",6,6,1093.11050567488
"Clearwater__run","Clearwater","run",2,2,1.13659234454994
"Clearwater__run","Clearwater","run",4,2,0.0324419849844673
"Clearwater__run","Clearwater","run",6,2,-1.99842018736681
"Clearwater__run","Clearwater","run",2,4,0.0324419849844673
"Clearwater__run","Clearwater","run",4,4,19.7233848288956
"Clearwater__run","Clearwater","run",6,4,43.3291507494172
"Clearwater__run","Clearwater","run",2,6,-1.99842018736681
"Clearwater__run","Clearwater","run",4,6,43.3291507494172
"Clearwater__run","Clearwater","run",6,6,98.9610733684613
"Cleveland__run","Cleveland","run",2,2,1704011.8623157
"Cleveland__run","Cleveland","run",4,2,2690906.45952229
"Cleveland__run","Cleveland","run",6,2,2243567.00778929
"Cleveland__run","Cleveland","run",2,4,2690906.45952229
"Cleveland__run","Cleveland","run",4,4,4324463.46279116
"Cleveland__run","Cleveland","run",6,4,3843321.16852757
"Cleveland__run","Cleveland","run",2,6,2243567.00778929
"Cleveland__run","Cleveland","run",4,6,3843321.16852757
"Cleveland__run","Cleveland","run",6,6,4155449.73141732
"Columbia__run","Columbia","run",2,2,0.0296529651986228
"Columbia__run","Columbia","run",4,2,0.0436507249714563
"Columbia__run","Columbia","run",6,2,0.0268936045411116
"Columbia__run","Columbia","run",2,4,0.0436507249714563
"Columbia__run","Columbia","run",4,4,0.0699441178226975
"Columbia__run","Columbia","run",6,4,0.0620564746911904
"Columbia__run","Columbia","run",2,6,0.0268936045411116
"Columbia__run","Columbia","run",4,6,0.0620564746911904
"Columbia__run","Columbia","run",6,6,0.113141444503293
"Columbus__run","Columbus","run",2,2,76.6785945557339
"Columbus__run","Columbus","run",4,2,84.013652903969
"Columbus__run","Columbus","run",6,2,-47.3383436718101
"Columbus__run","Columbus","run",2,4,84.013652903969
"Columbus__run","Columbus","run",4,4,111.873081745024
"Columbus__run","Columbus","run",6,4,27.424047740378
"Columbus__run","Columbus","run",2,6,-47.3383436718101
"Columbus__run","Columbus","run",4,6,27.424047740378
"Columbus__run","Columbus","run",6,6,346.387912180924
"Corpus_Christi__run","Corpus_Christi","run",2,2,645283058.600434
"Corpus_Christi__run","Corpus_Christi","run",4,2,794310206.81332
"Corpus_Christi__run","Corpus_Christi","run",6,2,505434637.127016
"Corpus_Christi__run","Corpus_Christi","run",2,4,794310206.81332
"Corpus_Christi__run","Corpus_Christi","run",4,4,1067263940.22514
"Corpus_Christi__run","Corpus_Christi","run",6,4,859458101.200621
"Corpus_Christi__run","Corpus_Christi","run",2,6,505434637.127016
"Corpus_Christi__run","Corpus_Christi","run",4,6,859458101.200621
"Corpus_Christi__run","Corpus_Christi","run",6,6,1025856462.59895
"Dallas__run","Dallas","run",2,2,0.00024037312209423
"Dallas__run","Dallas","run",4,2,0.000472760415997789
"Dallas__run","Dallas","run",6,2,0.000689176553520026
"Dallas__run","Dallas","run",2,4,0.000472760415997789
"Dallas__run","Dallas","run",4,4,0.000929846445188292
"Dallas__run","Dallas","run",6,4,0.00135558330076426
"Dallas__run","Dallas","run",2,6,0.000689176553520026
"Dallas__run","Dallas","run",4,6,0.00135558330076426
"Dallas__run","Dallas","run",6,6,0.00197645053545697
"Detroit__run","Detroit","run",2,2,93.4234009205367
"Detroit__run","Detroit","run",4,2,128.249763959476
"Detroit__run","Detroit","run",6,2,45.8820661586614
"Detroit__run","Detroit","run",2,4,128.249763959476
"Detroit__run","Detroit","run",4,4,177.739390836569
"Detroit__run","Detroit","run",6,4,69.7087316067342
"Detroit__run","Detroit","run",2,6,45.8820661586614
"Detroit__run","Detroit","run",4,6,69.7087316067342
"Detroit__run","Detroit","run",6,6,49.4245986153731
"Fort_Worth__run","Fort_Worth","run",2,2,0.00113079790901858
"Fort_Worth__run","Fort_Worth","run",4,2,0.00219230193833797
"Fort_Worth__run","Fort_Worth","run",6,2,0.00311521890693485
"Fort_Worth__run","Fort_Worth","run",2,4,0.00219230193833797
"Fort_Worth__run","Fort_Worth","run",4,4,0.0042510264824625
"Fort_Worth__run","Fort_Worth","run",6,4,0.00604259567921942
"Fort_Worth__run","Fort_Worth","run",2,6,0.00311521890693485
"Fort_Worth__run","Fort_Worth","run",4,6,0.00604259567921942
"Fort_Worth__run","Fort_Worth","run",6,6,0.00859428832193858
"Fresno__run","Fresno","run",2,2,0.0114106594356625
"Fresno__run","Fresno","run",4,2,0.0217429755840789
"Fresno__run","Fresno","run",6,2,0.0299186117380633
"Fresno__run","Fresno","run",2,4,0.0217429755840789
"Fresno__run","Fresno","run",4,4,0.0414546178954766
"Fresno__run","Fresno","run",6,4,0.0571035883974641
"Fresno__run","Fresno","run",2,6,0.0299186117380633
"Fresno__run","Fresno","run",4,6,0.0571035883974641
"Fresno__run","Fresno","run",6,6,0.0788212962155524
"Gilbert__run","Gilbert","run",2,2,0.0777980480445233
"Gilbert__run","Gilbert","run",4,2,0.129030869375407
"Gilbert__run","Gilbert","run",6,2,0.12858952180316
"Gilbert__run","Gilbert","run",2,4,0.129030869375407
"Gilbert__run","Gilbert","run",4,4,0.216416399336953
"Gilbert__run","Gilbert","run",6,4,0.22277025842835
"Gilbert__run","Gilbert","run",2,6,0.12858952180316
"Gilbert__run","Gilbert","run",4,6,0.22277025842835
"Gilbert__run","Gilbert","run",6,6,0.249925625836054
"Henderson__run","Henderson","run",2,2,0.0201662676832571
"Henderson__run","Henderson","run",4,2,0.0369993127067363
"Henderson__run","Henderson","run",6,2,0.0471659223731101
"Henderson__run","Henderson","run",2,4,0.0369993127067363
"Henderson__run","Henderson","run",4,4,0.0679525818987429
"Henderson__run","Henderson","run",6,4,0.0868137560913293
"Henderson__run","Henderson","run",2,6,0.0471659223731101
"Henderson__run","Henderson","run",4,6,0.0868137560913293
"Henderson__run","Henderson","run",6,6,0.111425414492256
"Houston__run","Houston","run",2,2,0.000718693924196798
"Houston__run","Houston","run",4,2,0.00134164436267293
"Houston__run","Houston","run",6,2,0.00177389304646698
"Houston__run","Houston","run",2,4,0.00134164436267293
"Houston__run","Houston","run",4,4,0.00250762750890418
"Houston__run","Houston","run",6,4,0.00332372471354967
"Houston__run","Houston","run",2,6,0.00177389304646698
"Houston__run","Houston","run",4,6,0.00332372471354967
"Houston__run","Houston","run",6,6,0.00442725881546045
"Indianapolis__run","Indianapolis","run",2,2,9.67838816246715
"Indianapolis__run","Indianapolis","run",4,2,15.0414788050073
"Indianapolis__run","Indianapolis","run",6,2,11.7739776802217
"Indianapolis__run","Indianapolis","run",2,4,15.0414788050073
"Indianapolis__run","Indianapolis","run",4,4,25.1245391725624
"Indianapolis__run","Indianapolis","run",6,4,25.2907599188816
"Indianapolis__run","Indianapolis","run",2,6,11.7739776802217
"Indianapolis__run","Indianapolis","run",4,6,25.2907599188816
