"model_id","city","activity_type","row_exposure","col_exposure","covariance"
"Indianapolis__run","Indianapolis","run",6,6,42.2931518116156
"Jacksonville__run","Jacksonville","run",2,2,0.0353807864086261
"Jacksonville__run","Jacksonville","run",4,2,0.0477251741260661
"Jacksonville__run","Jacksonville","run",6,2,0.0314447371643252
"Jacksonville__run","Jacksonville","run",2,4,0.0477251741260661
"Jacksonville__run","Jacksonville","run",4,4,0.0753481969335718
"Jacksonville__run","Jacksonville","run",6,4,0.0761149814363658
"Jacksonville__run","Jacksonville","run",2,6,0.0314447371643252
"Jacksonville__run","Jacksonville","run",4,6,0.0761149814363658
"Jacksonville__run","Jacksonville","run",6,6,0.131464299967251
"Kansas_City__run","Kansas_City","run",2,2,0.00392163423885026
"Kansas_City__run","Kansas_City","run",4,2,0.00684098777758982
"Kansas_City__run","Kansas_City","run",6,2,0.00775683488263369
"Kansas_City__run","Kansas_City","run",2,4,0.00684098777758982
"Kansas_City__run","Kansas_City","run",4,4,0.0120155493052922
"Kansas_City__run","Kansas_City","run",6,4,0.0138589739996756
"Kansas_City__run","Kansas_City","run",2,6,0.00775683488263369
"Kansas_City__run","Kansas_City","run",4,6,0.0138589739996756
"Kansas_City__run","Kansas_City","run",6,6,0.016653323390851
"Las_Vegas__run","Las_Vegas","run",2,2,0.0171224642469425
"Las_Vegas__run","Las_Vegas","run",4,2,0.0299793368793133
"Las_Vegas__run","Las_Vegas","run",6,2,0.0343227368603227
"Las_Vegas__run","Las_Vegas","run",2,4,0.0299793368793133
"Las_Vegas__run","Las_Vegas","run",4,4,0.0527038622535047
"Las_Vegas__run","Las_Vegas","run",6,4,0.0609486096458363
"Las_Vegas__run","Las_Vegas","run",2,6,0.0343227368603227
"Las_Vegas__run","Las_Vegas","run",4,6,0.0609486096458363
"Las_Vegas__run","Las_Vegas","run",6,6,0.0722116651560864
"Los_Angeles__run","Los_Angeles","run",2,2,1.24563049733971
"Los_Angeles__run","Los_Angeles","run",4,2,2.1832482957297
"Los_Angeles__run","Los_Angeles","run",6,2,2.50484120218185
"Los_Angeles__run","Los_Angeles","run",2,4,2.1832482957297
"Los_Angeles__run","Los_Angeles","run",4,4,3.82747852876335
"Los_Angeles__run","Los_Angeles","run",6,4,4.3936722316356
"Los_Angeles__run","Los_Angeles","run",2,6,2.50484120218185
"Los_Angeles__run","Los_Angeles","run",4,6,4.3936722316356
"Los_Angeles__run","Los_Angeles","run",6,6,5.05048301682547
"Louisville__run","Louisville","run",2,2,10.5123841247052
"Louisville__run","Louisville","run",4,2,14.6258426761616
"Louisville__run","Louisville","run",6,2,5.94145184556098
"Louisville__run","Louisville","run",2,4,14.6258426761616
"Louisville__run","Louisville","run",4,4,20.565599641219
"Louisville__run","Louisville","run",6,4,9.13318378659338
"Louisville__run","Louisville","run",2,6,5.94145184556098
"Louisville__run","Louisville","run",4,6,9.13318378659339
"Louisville__run","Louisville","run",6,6,6.82547628370845
"Lubbock__run","Lubbock","run",2,2,0.0319277052177413
"Lubbock__run","Lubbock","run",4,2,0.0586201206490351
"Lubbock__run","Lubbock","run",6,2,0.074841972382631
"Lubbock__run","Lubbock","run",2,4,0.0586201206490351
"Lubbock__run","Lubbock","run",4,4,0.10782461299105
"Lubbock__run","Lubbock","run",6,4,0.138197836018868
"Lubbock__run","Lubbock","run",2,6,0.074841972382631
"Lubbock__run","Lubbock","run",4,6,0.138197836018868
"Lubbock__run","Lubbock","run",6,6,0.178581485337355
"Mesa__run","Mesa","run",2,2,0.0596194056086256
"Mesa__run","Mesa","run",4,2,0.0976061400797065
"Mesa__run","Mesa","run",6,2,0.0935138668890326
"Mesa__run","Mesa","run",2,4,0.0976061400797065
"Mesa__run","Mesa","run",4,4,0.161573869832861
"Mesa__run","Mesa","run",6,4,0.160093868658694
"Mesa__run","Mesa","run",2,6,0.0935138668890326
"Mesa__run","Mesa","run",4,6,0.160093868658694
"Mesa__run","Mesa","run",6,6,0.174221785893072
"Miami__run","Miami","run",2,2,5304625276.58679
"Miami__run","Miami","run",4,2,-5388905336.99732
"Miami__run","Miami","run",6,2,-1869974174.41707
"Miami__run","Miami","run",2,4,-5388905336.99732
"Miami__run","Miami","run",4,4,29528314003.8652
"Miami__run","Miami","run",6,4,-10197737994.7627
"Miami__run","Miami","run",2,6,-1869974174.41707
"Miami__run","Miami","run",4,6,-10197737994.7627
"Miami__run","Miami","run",6,6,80497105422.5606
"Milwaukee__run","Milwaukee","run",2,2,9.36971260624118
"Milwaukee__run","Milwaukee","run",4,2,17.5658811784266
"Milwaukee__run","Milwaukee","run",6,2,23.4149667299814
"Milwaukee__run","Milwaukee","run",2,4,17.5658811784266
"Milwaukee__run","Milwaukee","run",4,4,32.941898768274
"Milwaukee__run","Milwaukee","run",6,4,43.9381851429783
"Milwaukee__run","Milwaukee","run",2,6,23.4149667299814
"Milwaukee__run","Milwaukee","run",4,6,43.9381851429783
"Milwaukee__run","Milwaukee","run",6,6,58.6779079315027
"Minneapolis__run","Minneapolis","run",2,2,286.924048651386
"Minneapolis__run","Minneapolis","run",4,2,495.720020156299
"Minneapolis__run","Minneapolis","run",6,2,548.259946967625
"Minneapolis__run","Minneapolis","run",2,4,495.720020156299
"Minneapolis__run","Minneapolis","run",4,4,856.543068850558
"Minneapolis__run","Minneapolis","run",6,4,947.572086941232
"Minneapolis__run","Minneapolis","run",2,6,548.259946967625
"Minneapolis__run","Minneapolis","run",4,6,947.572086941232
"Minneapolis__run","Minneapolis","run",6,6,1048.98863484666
"Miramar__run","Miramar","run",2,2,1.61446612305527
"Miramar__run","Miramar","run",4,2,0.364248209917383
"Miramar__run","Miramar","run",6,2,-0.65592177885664
"Miramar__run","Miramar","run",2,4,0.364248209917383
"Miramar__run","Miramar","run",4,4,13.0928116539187
"Miramar__run","Miramar","run",6,4,10.500890823952
"Miramar__run","Miramar","run",2,6,-0.65592177885664
"Miramar__run","Miramar","run",4,6,10.500890823952
"Miramar__run","Miramar","run",6,6,9.87216361734352
"Nashville__run","Nashville","run",2,2,0.0447493922755049
"Nashville__run","Nashville","run",4,2,0.0640764805794984
"Nashville__run","Nashville","run",6,2,0.0334492890702643
"Nashville__run","Nashville","run",2,4,0.0640764805794984
"Nashville__run","Nashville","run",4,4,0.0941661821126782
"Nashville__run","Nashville","run",6,4,0.0573861796771786
"Nashville__run","Nashville","run",2,6,0.0334492890702643
"Nashville__run","Nashville","run",4,6,0.0573861796771786
"Nashville__run","Nashville","run",6,6,0.0622931394071382
"New_York__run","New_York","run",2,2,0.00702448717742017
"New_York__run","New_York","run",4,2,0.0123853395863735
"New_York__run","New_York","run",6,2,0.0144189254457171
"New_York__run","New_York","run",2,4,0.0123853395863735
"New_York__run","New_York","run",4,4,0.0219441432390154
"New_York__run","New_York","run",6,4,0.0258498726343347
"New_York__run","New_York","run",2,6,0.0144189254457171
"New_York__run","New_York","run",4,6,0.0258498726343347
"New_York__run","New_York","run",6,6,0.0313048639062181
"Newark__run","Newark","run",2,2,8871987108.82931
"Newark__run","Newark","run",4,2,15405170108.8648
"Newark__run","Newark","run",6,2,17260748373.3507
"Newark__run","Newark","run",2,4,15405170108.8648
"Newark__run","Newark","run",4,4,26786892098.3016
"Newark__run","Newark","run",6,4,30121715063.252
"Newark__run","Newark","run",2,6,17260748373.3507
"Newark__run","Newark","run",4,6,30121715063.252
"Newark__run","Newark","run",6,6,34183119082.6621
"Oklahoma_City__run","Oklahoma_City","run",2,2,0.00166001250978157
"Oklahoma_City__run","Oklahoma_City","run",4,2,0.00322991163795481
"Oklahoma_City__run","Oklahoma_City","run",6,2,0.00461958504342751
"Oklahoma_City__run","Oklahoma_City","run",2,4,0.00322991163795481
"Oklahoma_City__run","Oklahoma_City","run",4,4,0.00628523371173084
"Oklahoma_City__run","Oklahoma_City","run",6,4,0.0089913758247354
"Oklahoma_City__run","Oklahoma_City","run",2,6,0.00461958504342751
"Oklahoma_City__run","Oklahoma_City","run",4,6,0.0089913758247354
"Oklahoma_City__run","Oklahoma_City","run",6,6,0.0128675782899063
"Orlando__run","Orlando","run",2,2,0.158842427012511
"Orlando__run","Orlando","run",4,2,0.191357089976432
"Orlando__run","Orlando","run",6,2,0.0591303896328227
"Orlando__run","Orlando","run",2,4,0.191357089976432
"Orlando__run","Orlando","run",4,4,0.260054417432951
"Orlando__run","Orlando","run",6,4,0.161634343465877
"Orlando__run","Orlando","run",2,6,0.0591303896328227
"Orlando__run","Orlando","run",4,6,0.161634343465877
"Orlando__run","Orlando","run",6,6,0.29911972895369
"Overland_Park__run","Overland_Park","run",2,2,0.00990473952108425
"Overland_Park__run","Overland_Park","run",4,2,0.0165434698184513
"Overland_Park__run","Overland_Park","run",6,2,0.0166525443159609
"Overland_Park__run","Overland_Park","run",2,4,0.0165434698184513
"Overland_Park__run","Overland_Park","run",4,4,0.028108899298371
"Overland_Park__run","Overland_Park","run",6,4,0.0297217496493277
"Overland_Park__run","Overland_Park","run",2,6,0.0166525443159609
"Overland_Park__run","Overland_Park","run",4,6,0.0297217496493277
"Overland_Park__run","Overland_Park","run",6,6,0.0356265006852915
"Palm_Bay__run","Palm_Bay","run",2,2,14.871797608693
"Palm_Bay__run","Palm_Bay","run",4,2,-18.9448537243695
"Palm_Bay__run","Palm_Bay","run",6,2,133.769757280821
"Palm_Bay__run","Palm_Bay","run",2,4,-18.9448537243695
"Palm_Bay__run","Palm_Bay","run",4,4,46.6620791119436
"Palm_Bay__run","Palm_Bay","run",6,4,75.5763293952316
"Palm_Bay__run","Palm_Bay","run",2,6,133.769757280821
"Palm_Bay__run","Palm_Bay","run",4,6,75.5763293952316
"Palm_Bay__run","Palm_Bay","run",6,6,14009.3059606066
"Philadelphia__run","Philadelphia","run",2,2,0.0702243642666422
"Philadelphia__run","Philadelphia","run",4,2,0.112209104820105
"Philadelphia__run","Philadelphia","run",6,2,0.0977146176154515
"Philadelphia__run","Philadelphia","run",2,4,0.112209104820105
"Philadelphia__run","Philadelphia","run",4,4,0.180124292066925
"Philadelphia__run","Philadelphia","run",6,4,0.159451628432585
"Philadelphia__run","Philadelphia","run",2,6,0.0977146176154515
"Philadelphia__run","Philadelphia","run",4,6,0.159451628432585
"Philadelphia__run","Philadelphia","run",6,6,0.149233429586735
"Phoenix__run","Phoenix","run",2,2,0.00663089829153659
"Phoenix__run","Phoenix","run",4,2,0.0109071199596636
"Phoenix__run","Phoenix","run",6,2,0.0107521399419629
"Phoenix__run","Phoenix","run",2,4,0.0109071199596636
"Phoenix__run","Phoenix","run",4,4,0.0181015165806273
"Phoenix__run","Phoenix","run",6,4,0.0183059145364727
"Phoenix__run","Phoenix","run",2,6,0.0107521399419629
"Phoenix__run","Phoenix","run",4,6,0.0183059145364727
"Phoenix__run","Phoenix","run",6,6,0.0198287158284884
"Raleigh__run","Raleigh","run",2,2,0.0216249931525857
"Raleigh__run","Raleigh","run",4,2,0.033451468038459
"Raleigh__run","Raleigh","run",6,2,0.0263584905986307
"Raleigh__run","Raleigh","run",2,4,0.033451468038459
"Raleigh__run","Raleigh","run",4,4,0.052751888433917
"Raleigh__run","Raleigh","run",6,4,0.0446724305833802
"Raleigh__run","Raleigh","run",2,6,0.0263584905986307
"Raleigh__run","Raleigh","run",4,6,0.0446724305833802
"Raleigh__run","Raleigh","run",6,6,0.0472375859272394
"Richmond__run","Richmond","run",2,2,0.0270458938710886
"Richmond__run","Richmond","run",4,2,0.0440944809335824
"Richmond__run","Richmond","run",6,2,0.0411484627365832
"Richmond__run","Richmond","run",2,4,0.0440944809335824
"Richmond__run","Richmond","run",4,4,0.0724399120932248
"Richmond__run","Richmond","run",6,4,0.0692872370188306
"Richmond__run","Richmond","run",2,6,0.0411484627365832
"Richmond__run","Richmond","run",4,6,0.0692872370188306
"Richmond__run","Richmond","run",6,6,0.0714066360639465
"Riverside__run","Riverside","run",2,2,2.81308532325578
"Riverside__run","Riverside","run",4,2,4.82854858715509
"Riverside__run","Riverside","run",6,2,5.24876878153198
"Riverside__run","Riverside","run",2,4,4.8285485871551
"Riverside__run","Riverside","run",4,4,8.29586295907854
"Riverside__run","Riverside","run",6,4,9.04070806119727
"Riverside__run","Riverside","run",2,6,5.24876878153198
"Riverside__run","Riverside","run",4,6,9.04070806119727
"Riverside__run","Riverside","run",6,6,9.91898854697729
"Sacramento__run","Sacramento","run",2,2,0.278098991923634
"Sacramento__run","Sacramento","run",4,2,0.536715358414093
"Sacramento__run","Sacramento","run",6,2,0.756366642611129
"Sacramento__run","Sacramento","run",2,4,0.536715358414093
"Sacramento__run","Sacramento","run",4,4,1.03585872323245
"Sacramento__run","Sacramento","run",6,4,1.45985796600097
"Sacramento__run","Sacramento","run",2,6,0.756366642611129
"Sacramento__run","Sacramento","run",4,6,1.45985796600097
"Sacramento__run","Sacramento","run",6,6,2.05759868466282
"San_Antonio__run","San_Antonio","run",2,2,0.00198722140734722
"San_Antonio__run","San_Antonio","run",4,2,0.00356805182124815
"San_Antonio__run","San_Antonio","run",6,2,0.00442585279255813
"San_Antonio__run","San_Antonio","run",2,4,0.00356805182124815
"San_Antonio__run","San_Antonio","run",4,4,0.00642904195554749
"San_Antonio__run","San_Antonio","run",6,4,0.00803148801690348
"San_Antonio__run","San_Antonio","run",2,6,0.00442585279255813
"San_Antonio__run","San_Antonio","run",4,6,0.00803148801690348
"San_Antonio__run","San_Antonio","run",6,6,0.0101756754254354
"San_Bernardino__run","San_Bernardino","run",2,2,2.26499896235977
"San_Bernardino__run","San_Bernardino","run",4,2,3.81587711677799
"San_Bernardino__run","San_Bernardino","run",6,2,3.93851445785371
"San_Bernardino__run","San_Bernardino","run",2,4,3.81587711677799
"San_Bernardino__run","San_Bernardino","run",4,4,6.47459811925565
"San_Bernardino__run","San_Bernardino","run",6,4,6.81900625110002
"San_Bernardino__run","San_Bernardino","run",2,6,3.93851445785371
"San_Bernardino__run","San_Bernardino","run",4,6,6.81900625110002
"San_Bernardino__run","San_Bernardino","run",6,6,7.58345287563949
"San_Jose__run","San_Jose","run",2,2,0.0528855909654814
"San_Jose__run","San_Jose","run",4,2,0.102121825508367
"San_Jose__run","San_Jose","run",6,2,0.144059379339296
"San_Jose__run","San_Jose","run",2,4,0.102121825508367
"San_Jose__run","San_Jose","run",4,4,0.197209137300996
"San_Jose__run","San_Jose","run",6,4,0.278227395955562
"San_Jose__run","San_Jose","run",2,6,0.144059379339296
"San_Jose__run","San_Jose","run",4,6,0.278227395955562
"San_Jose__run","San_Jose","run",6,6,0.392612693552415
"Scottsdale__run","Scottsdale","run",2,2,0.0302719990159933
"Scottsdale__run","Scottsdale","run",4,2,0.0506769605075613
"Scottsdale__run","Scottsdale","run",6,2,0.0520613813216187
"Scottsdale__run","Scottsdale","run",2,4,0.0506769605075613
"Scottsdale__run","Scottsdale","run",4,4,0.0853961377673625
"Scottsdale__run","Scottsdale","run",6,4,0.0893472847544327
"Scottsdale__run","Scottsdale","run",2,6,0.0520613813216187
"Scottsdale__run","Scottsdale","run",4,6,0.0893472847544327
"Scottsdale__run","Scottsdale","run",6,6,0.0981255441972163
"St_Louis__run","St_Louis","run",2,2,0.0116352694898017
"St_Louis__run","St_Louis","run",4,2,0.0197946801561714
"St_Louis__run","St_Louis","run",6,2,0.0210616685702713
"St_Louis__run","St_Louis","run",2,4,0.0197946801561714
"St_Louis__run","St_Louis","run",4,4,0.0339290461868724
"St_Louis__run","St_Louis","run",6,4,0.0368381612223392
"St_Louis__run","St_Louis","run",2,6,0.0210616685702713
"St_Louis__run","St_Louis","run",4,6,0.0368381612223392
"St_Louis__run","St_Louis","run",6,6,0.0421297915370447
"St_Petersburg__run","St_Petersburg","run",2,2,0.298727037122459
"St_Petersburg__run","St_Petersburg","run",4,2,0.152340133920419
"St_Petersburg__run","St_Petersburg","run",6,2,-0.257017796514454
"St_Petersburg__run","St_Petersburg","run",2,4,0.152340133920419
"St_Petersburg__run","St_Petersburg","run",4,4,0.837527059747632
"St_Petersburg__run","St_Petersburg","run",6,4,1.62569687037266
"St_Petersburg__run","St_Petersburg","run",2,6,-0.257017796514454
"St_Petersburg__run","St_Petersburg","run",4,6,1.62569687037266
"St_Petersburg__run","St_Petersburg","run",6,6,4.28587923100096
"Tallahassee__run","Tallahassee","run",2,2,0.290976036839257
"Tallahassee__run","Tallahassee","run",4,2,0.0468708183000443
"Tallahassee__run","Tallahassee","run",6,2,-0.439248250089062
"Tallahassee__run","Tallahassee","run",2,4,0.0468708183000443
"Tallahassee__run","Tallahassee","run",4,4,0.156495986463344
"Tallahassee__run","Tallahassee","run",6,4,0.198625918145396
"Tallahassee__run","Tallahassee","run",2,6,-0.439248250089062
"Tallahassee__run","Tallahassee","run",4,6,0.198625918145396
"Tallahassee__run","Tallahassee","run",6,6,1.17556444056508
"Tampa__run","Tampa","run",2,2,0.166208817479845
"Tampa__run","Tampa","run",4,2,0.177753058082995
"Tampa__run","Tampa","run",6,2,-0.00763023986741173
"Tampa__run","Tampa","run",2,4,0.177753058082995
"Tampa__run","Tampa","run",4,4,0.222673579966077
"Tampa__run","Tampa","run",6,4,0.0911053265857492
"Tampa__run","Tampa","run",2,6,-0.00763023986741175
"Tampa__run","Tampa","run",4,6,0.0911053265857492
"Tampa__run","Tampa","run",6,6,0.303190405240169
"Tucson__run","Tucson","run",2,2,0.0047952303850788
"Tucson__run","Tucson","run",4,2,0.00852614199942955
"Tucson__run","Tucson","run",6,2,0.0102296758945425
"Tucson__run","Tucson","run",2,4,0.00852614199942955
"Tucson__run","Tucson","run",4,4,0.0151909152149964
"Tucson__run","Tucson","run",6,4,0.0183096368947347
"Tucson__run","Tucson","run",2,6,0.0102296758945425
"Tucson__run","Tucson","run",4,6,0.0183096368947347
"Tucson__run","Tucson","run",6,6,0.0222931312858508
"Virginia_Beach__run","Virginia_Beach","run",2,2,0.0526890646081736
"Virginia_Beach__run","Virginia_Beach","run",4,2,0.0719102998133372
"Virginia_Beach__run","Virginia_Beach","run",6,2,0.038844283818775
"Virginia_Beach__run","Virginia_Beach","run",2,4,0.0719102998133372
"Virginia_Beach__run","Virginia_Beach","run",4,4,0.102453012099111
"Virginia_Beach__run","Virginia_Beach","run",6,4,0.0675356428169919
"Virginia_Beach__run","Virginia_Beach","run",2,6,0.038844283818775
"Virginia_Beach__run","Virginia_Beach","run",4,6,0.0675356428169919
"Virginia_Beach__run","Virginia_Beach","run",6,6,0.0776911725793089
"Visalia__run","Visalia","run",2,2,0.0208527963429157
"Visalia__run","Visalia","run",4,2,0.040116031086577
"Visalia__run","Visalia","run",6,2,0.0562001551217751
"Visalia__run","Visalia","run",2,4,0.040116031086577
"Visalia__run","Visalia","run",4,4,0.077197057966563
"Visalia__run","Visalia","run",6,4,0.10820806644133
"Visalia__run","Visalia","run",2,6,0.0562001551217751
"Visalia__run","Visalia","run",4,6,0.10820806644133
"Visalia__run","Visalia","run",6,6,0.151831492654453
"Washington__run","Washington","run",2,2,0.0403252778156893
"Washington__run","Washington","run",4,2,0.0635003820358518
"Washington__run","Washington","run",6,2,0.0523751496319151
"Washington__run","Washington","run",2,4,0.0635003820358518
"Washington__run","Washington","run",4,4,0.10032748363053
"Washington__run","Washington","run",6,4,0.0838080158892904
"Washington__run","Washington","run",2,6,0.0523751496319151
"Washington__run","Washington","run",4,6,0.0838080158892904
"Washington__run","Washington","run",6,6,0.0733563175109724
"Abilene__walk","Abilene","walk",2,2,0.374859953450651
"Abilene__walk","Abilene","walk",4,2,0.688937537836945
"Abilene__walk","Abilene","walk",6,2,0.881450571283325
"Abilene__walk","Abilene","walk",2,4,0.688937537836945
"Abilene__walk","Abilene","walk",4,4,1.26851834060949
"Abilene__walk","Abilene","walk",6,4,1.62938552350224
"Abilene__walk","Abilene","walk",2,6,0.881450571283325
"Abilene__walk","Abilene","walk",4,6,1.62938552350224
"Abilene__walk","Abilene","walk",6,6,2.11028927503013
"Amarillo__walk","Amarillo","walk",2,2,2.4663789647469
"Amarillo__walk","Amarillo","walk",4,2,3.90438038093404
"Amarillo__walk","Amarillo","walk",6,2,3.28562736646586
"Amarillo__walk","Amarillo","walk",2,4,3.90438038093404
"Amarillo__walk","Amarillo","walk",4,4,6.21382018063475
"Amarillo__walk","Amarillo","walk",6,4,5.33337828474528
"Amarillo__walk","Amarillo","walk",2,6,3.28562736646586
"Amarillo__walk","Amarillo","walk",4,6,5.33337828474528
"Amarillo__walk","Amarillo","walk",6,6,4.90537643998686
"Arlington__walk","Arlington","walk",2,2,0.0117694546751158
"Arlington__walk","Arlington","walk",4,2,0.0228930778356342
"Arlington__walk","Arlington","walk",6,2,0.0327250453362269
"Arlington__walk","Arlington","walk",2,4,0.0228930778356342
"Arlington__walk","Arlington","walk",4,4,0.0445368104944855
"Arlington__walk","Arlington","walk",6,4,0.0636818469043558
"Arlington__walk","Arlington","walk",2,6,0.0327250453362269
"Arlington__walk","Arlington","walk",4,6,0.0636818469043558
"Arlington__walk","Arlington","walk",6,6,0.0911021624101423
"Atlanta__walk","Atlanta","walk",2,2,1252.37964995542
"Atlanta__walk","Atlanta","walk",4,2,1978.98738545745
"Atlanta__walk","Atlanta","walk",6,2,1693.91235314855
"Atlanta__walk","Atlanta","walk",2,4,1978.98738545745
"Atlanta__walk","Atlanta","walk",4,4,3152.87780455803
"Atlanta__walk","Atlanta","walk",6,4,2778.06281703781
"Atlanta__walk","Atlanta","walk",2,6,1693.91235314855
"Atlanta__walk","Atlanta","walk",4,6,2778.06281703781
"Atlanta__walk","Atlanta","walk",6,6,2691.55855215779
"Austin__walk","Austin","walk",2,2,0.000680462141644848
"Austin__walk","Austin","walk",4,2,0.00131938977255084
"Austin__walk","Austin","walk",6,2,0.00187524888197912
"Austin__walk","Austin","walk",2,4,0.00131938977255084
"Austin__walk","Austin","walk",4,4,0.0025585545054932
"Austin__walk","Austin","walk",6,4,0.00363726875921858
"Austin__walk","Austin","walk",2,6,0.00187524888197912
"Austin__walk","Austin","walk",4,6,0.00363726875921858
"Austin__walk","Austin","walk",6,6,0.00517283072697874
"Bakersfield__walk","Bakersfield","walk",2,2,0.046776496249626
"Bakersfield__walk","Bakersfield","walk",4,2,0.0846537485705908
"Bakersfield__walk","Bakersfield","walk",6,2,0.104732535012973
"Bakersfield__walk","Bakersfield","walk",2,4,0.0846537485705908
"Bakersfield__walk","Bakersfield","walk",4,4,0.153609118022757
"Bakersfield__walk","Bakersfield","walk",6,4,0.19116771165509
"Bakersfield__walk","Bakersfield","walk",2,6,0.104732535012973
"Bakersfield__walk","Bakersfield","walk",4,6,0.19116771165509
"Bakersfield__walk","Bakersfield","walk",6,6,0.241008175951251
"Baltimore__walk","Baltimore","walk",2,2,0.0699284390615927
"Baltimore__walk","Baltimore","walk",4,2,0.114308820337815
"Baltimore__walk","Baltimore","walk",6,2,0.107593108397289
"Baltimore__walk","Baltimore","walk",2,4,0.114308820337815
"Baltimore__walk","Baltimore","walk",4,4,0.189228340878506
"Baltimore__walk","Baltimore","walk",6,4,0.185369243941766
"Baltimore__walk","Baltimore","walk",2,6,0.107593108397289
"Baltimore__walk","Baltimore","walk",4,6,0.185369243941766
"Baltimore__walk","Baltimore","walk",6,6,0.203511438251424
"Boston__walk","Boston","walk",2,2,208.459338316532
"Boston__walk","Boston","walk",4,2,369.427123648715
"Boston__walk","Boston","walk",6,2,435.411891670692
"Boston__walk","Boston","walk",2,4,369.427123648715
"Boston__walk","Boston","walk",4,4,654.737976556723
"Boston__walk","Boston","walk",6,4,771.816217056519
"Boston__walk","Boston","walk",2,6,435.411891670692
"Boston__walk","Boston","walk",4,6,771.81621705652
"Boston__walk","Boston","walk",6,6,910.205427604311
"Cape_Coral__walk","Cape_Coral","walk",2,2,3.27127185773285
"Cape_Coral__walk","Cape_Coral","walk",4,2,2.45764949733111
"Cape_Coral__walk","Cape_Coral","walk",6,2,-1.34407329806615
"Cape_Coral__walk","Cape_Coral","walk",2,4,2.45764949733111
"Cape_Coral__walk","Cape_Coral","walk",4,4,2.43250103108258
"Cape_Coral__walk","Cape_Coral","walk",6,4,0.320017300332087
"Cape_Coral__walk","Cape_Coral","walk",2,6,-1.34407329806615
"Cape_Coral__walk","Cape_Coral","walk",4,6,0.320017300332087
"Cape_Coral__walk","Cape_Coral","walk",6,6,3.60196072105651
"Chandler__walk","Chandler","walk",2,2,0.101884556491464
"Chandler__walk","Chandler","walk",4,2,0.17100595588167
"Chandler__walk","Chandler","walk",6,2,0.176348031326009
"Chandler__walk","Chandler","walk",2,4,0.17100595588167
"Chandler__walk","Chandler","walk",4,4,0.288727302872963
"Chandler__walk","Chandler","walk",6,4,0.302690274398486
"Chandler__walk","Chandler","walk",2,6,0.176348031326009
"Chandler__walk","Chandler","walk",4,6,0.302690274398486
"Chandler__walk","Chandler","walk",6,6,0.331568415390189
"Charleston__walk","Charleston","walk",2,2,0.751232740185088
"Charleston__walk","Charleston","walk",4,2,-0.148538603441637
"Charleston__walk","Charleston","walk",6,2,0.281951187508668
"Charleston__walk","Charleston","walk",2,4,-0.148538603441637
"Charleston__walk","Charleston","walk",4,4,0.715866829042507
"Charleston__walk","Charleston","walk",6,4,-2.36264702895005
"Charleston__walk","Charleston","walk",2,6,0.281951187508668
"Charleston__walk","Charleston","walk",4,6,-2.36264702895005
"Charleston__walk","Charleston","walk",6,6,30.785348168958
"Charlotte__walk","Charlotte","walk",2,2,0.49408621155729
"Charlotte__walk","Charlotte","walk",4,2,0.533630832553967
"Charlotte__walk","Charlotte","walk",6,2,-0.33475610861803
"Charlotte__walk","Charlotte","walk",2,4,0.533630832553967
"Charlotte__walk","Charlotte","walk",4,4,0.656540316237684
"Charlotte__walk","Charlotte","walk",6,4,-0.0411716178303219
"Charlotte__walk","Charlotte","walk",2,6,-0.33475610861803
"Charlotte__walk","Charlotte","walk",4,6,-0.0411716178303219
"Charlotte__walk","Charlotte","walk",6,6,1.50662669965579
"Chicago__walk","Chicago","walk",2,2,171.916073434252
"Chicago__walk","Chicago","walk",4,2,296.299012017414
"Chicago__walk","Chicago","walk",6,2,325.615752988933
"Chicago__walk","Chicago","walk",2,4,296.299012017414
"Chicago__walk","Chicago","walk",4,4,522.556141673062
"Chicago__walk","Chicago","walk",6,4,608.72944893317
"Chicago__walk","Chicago","walk",2,6,325.615752988933
"Chicago__walk","Chicago","walk",4,6,608.72944893317
"Chicago__walk","Chicago","walk",6,6,806.8390452065
"Cincinnati__walk","Cincinnati","walk",2,2,589880800.920045
"Cincinnati__walk","Cincinnati","walk",4,2,1083315102.69661
"Cincinnati__walk","Cincinnati","walk",6,2,1383856698.74543
"Cincinnati__walk","Cincinnati","walk",2,4,1083315102.69661
"Cincinnati__walk","Cincinnati","walk",4,4,1991486739.29501
"Cincinnati__walk","Cincinnati","walk",6,4,2549371209.64963
"Cincinnati__walk","Cincinnati","walk",2,6,1383856698.74543
"Cincinnati__walk","Cincinnati","walk",4,6,2549371209.64963
"Cincinnati__walk","Cincinnati","walk",6,6,3278201403.38319
"Clearwater__walk","Clearwater","walk",2,2,17.7143021932752
"Clearwater__walk","Clearwater","walk",4,2,-143.265300188148
"Clearwater__walk","Clearwater","walk",6,2,-1770.41873806485
"Clearwater__walk","Clearwater","walk",2,4,-143.265300188148
"Clearwater__walk","Clearwater","walk",4,4,3976.24345563086
"Clearwater__walk","Clearwater","walk",6,4,36852.9734508781
"Clearwater__walk","Clearwater","walk",2,6,-1770.41873806485
"Clearwater__walk","Clearwater","walk",4,6,36852.9734508781
"Clearwater__walk","Clearwater","walk",6,6,369398.157500533
"Cleveland__walk","Cleveland","walk",2,2,2909936460.61941
"Cleveland__walk","Cleveland","walk",4,2,4783338597.50667
"Cleveland__walk","Cleveland","walk",6,2,4583673012.62772
"Cleveland__walk","Cleveland","walk",2,4,4783338597.50667
