city,cluster,1,2,3,4,5,6,7,8,9,10,11,12
Fort Worth,1,0.5798124533334222,1.9445576966689613,0.8029022408914017,0.6351038627026143,-0.15911534381041412,0.43584757554171105,-0.775786063734861,0.9085753925280222,-0.775786063734861,-1.484538152871257,-1.3357875337798786,-0.775786063734861
Fresno,1,-0.665370633751608,-0.3803228577531864,-0.5442086450770327,1.7368694002935192,1.7888671005652927,0.5784799554967006,0.1942957442096628,0.3622491296361441,-1.0139064551218675,-0.8665204964240462,0.38168451824989386,-1.5721167603234794
Gilbert,4,-1.2482627501554329,1.4153624939728162,0.9178297136461554,-0.26032947137574125,0.6315672621614811,-0.2814939749729061,0.7249772342244806,0.1451201065785606,-0.3343050285210409,-0.08323442975001605,-2.404371681247268,0.7771405254389118
Henderson,2,-0.30151134457776363,3.3166247903554003,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363,-0.30151134457776363
Houston,1,1.0777994785120364,0.5121300935137973,1.5926319476362252,1.3072594582900456,0.2645158697478427,0.3977423462306584,-0.8192324958862811,-0.44162450584519325,-0.6143376111539907,-0.16868215385467644,-1.5541012135952321,-1.5541012135952321
Indianapolis,4,0.4435976898425342,0.4435976898425342,0.4435976898425342,0.4435976898425342,0.4435976898425342,-1.9071304639669855,0.4435976898425342,0.4435976898425342,-2.5288464344583566,0.4435976898425342,0.4435976898425342,0.4435976898425342
Jacksonville,4,0.8247998753396916,-1.3847230238033978,-0.5370653507343056,0.8247998753396916,-1.0578396824055907,-1.467260534264863,0.8247998753396916,0.8247998753396916,-1.3267105361696834,0.8247998753396916,0.8247998753396916,0.8247998753396916
Kansas City,3,-1.9819540971356862,0.06387679751597111,0.03280469420828167,-0.49756534718383777,-1.9819540971356862,0.4633869322546459,0.33972826133339573,0.4135218816893261,0.2012197233342714,1.255680769465278,0.43183337556133533,1.2594211060927045
Las Vegas,4,0.06559114774653446,-0.014250206708176814,0.17028326835751464,1.2358151083225044,-1.4496449234200137,1.517811256853686,-0.3376387269622348,-1.4496449234200137,-1.4496449234200137,1.0667127294170249,0.7532691487290107,-0.10865895549582122
Los Angeles,2,0.8214958714320454,0.4791513288629966,-1.9093766148062166,-1.4236316389621138,-0.351302025097291,0.3038186735749423,0.12347584163397225,1.658640897269974,1.2894380112118127,-0.5516861476127211,-0.6543155585663175,0.21429136105891222
Louisville,4,-0.651728953424618,0.46720154813855896,-0.07379487532138333,0.21814824005877706,-0.4683565145453074,-0.4683565145453086,-0.9570773461196324,-1.1571698393427439,2.738796861348411,0.12335480001095445,-0.6161734158769295,0.8451560096192213
Lubbock,4,-0.6038206624768794,-0.5824105804903961,-1.1961262889828201,0.25130101391241794,0.2224367487198235,-1.190443270874897,0.26349902096629446,0.2689287233227747,-0.43650548630302033,-0.14244507539249837,0.34077066620878566,2.8048151913904107
Mesa,1,0.8940865229815381,0.8940865229815381,0.8940865229815381,-1.0495216209828349,0.8940865229815381,0.8940865229815381,0.13478075105838982,-0.6812150345391513,-0.52643666300659,-1.4123620393793392,0.8940865229815381,-1.829764531039703
Miami,1,1.1275509160142605,-0.8449685243937859,1.1639838693642284,-0.8449685243936181,1.2077482951262017,1.2077482951262086,1.2077482951262086,-0.8449685243948334,-0.8449685243940226,-0.8449685243936146,-0.8449685243936158,-0.8449685243936158
Milwaukee,4,-0.6735789245337339,-0.5219703123887763,1.2361962169277918,0.3369988791999755,-1.227146556459331,0.8152693144056816,-0.789495889594367,-0.4938565334146842,-1.62223903781701,0.5553187854222927,1.8291861236700102,0.5553179345821417
Minneapolis,2,0.471544262939977,0.471544262939977,2.130998654194405,-0.7193582407993818,-1.7197034315938526,-0.9414965201775282,-0.28205713034100754,0.471544262939977,0.471544262939977,0.471544262939977,-1.2976489089224972,0.471544262939977
Miramar,4,-0.2902395135524007,-1.502638918642361,-0.2902395135524007,-0.2902395135524007,-0.2902395135524007,-0.2902395135524007,-0.2902395135524007,-0.2902395135524007,-0.2902395135524007,1.5483990152000269,2.5663955254139403,-0.2902395135524007
Nashville,4,-0.600535326135947,-0.600535326135947,-0.600535326135947,0.5221081152971982,-0.600535326135947,-0.600535326135947,-0.600535326135947,-0.600535326135947,-0.600535326135947,0.7874086106856207,0.7188998149516552,2.7758660681531016
New York,1,0.15914620399107157,0.5027148692212599,1.1569263363766367,0.6649813093598774,-0.12311809147133708,-0.01529543293763567,-0.559882228393874,0.8540205283551501,0.3582538174259736,0.7828527812661046,-1.1848258932724254,-2.595774199920803
