"model_id","city","activity","row_component","col_component","covariance"
"Newark__ride","Newark","ride",1,2,-280827391444.718
"Newark__ride","Newark","ride",2,2,207854356514.644
"Newark__ride","Newark","ride",3,2,117007187885.931
"Newark__ride","Newark","ride",1,3,-55054616108.2457
"Newark__ride","Newark","ride",2,3,117007187885.931
"Newark__ride","Newark","ride",3,3,243203572424.058
"Oklahoma_City__ride","Oklahoma_City","ride",1,1,27.1915323023718
"Oklahoma_City__ride","Oklahoma_City","ride",2,1,-430.169109992177
"Oklahoma_City__ride","Oklahoma_City","ride",3,1,-739.07217779447
"Oklahoma_City__ride","Oklahoma_City","ride",1,2,-430.169109992177
"Oklahoma_City__ride","Oklahoma_City","ride",2,2,7459.39067340813
"Oklahoma_City__ride","Oklahoma_City","ride",3,2,12800.3808375939
"Oklahoma_City__ride","Oklahoma_City","ride",1,3,-739.07217779447
"Oklahoma_City__ride","Oklahoma_City","ride",2,3,12800.3808375939
"Oklahoma_City__ride","Oklahoma_City","ride",3,3,21965.9766627138
"Orlando__ride","Orlando","ride",1,1,2.6941676589456
"Orlando__ride","Orlando","ride",2,1,-5.50340531661313
"Orlando__ride","Orlando","ride",3,1,-9.04250923916862
"Orlando__ride","Orlando","ride",1,2,-5.50340531661313
"Orlando__ride","Orlando","ride",2,2,14.0144035604584
"Orlando__ride","Orlando","ride",3,2,23.4447179240083
"Orlando__ride","Orlando","ride",1,3,-9.04250923916862
"Orlando__ride","Orlando","ride",2,3,23.4447179240083
"Orlando__ride","Orlando","ride",3,3,39.6231759385487
"Overland_Park__ride","Overland_Park","ride",1,1,11.0498330965377
"Overland_Park__ride","Overland_Park","ride",2,1,-83.0810359885734
"Overland_Park__ride","Overland_Park","ride",3,1,-151.254362912907
"Overland_Park__ride","Overland_Park","ride",1,2,-83.0810359885734
"Overland_Park__ride","Overland_Park","ride",2,2,695.652264925442
"Overland_Park__ride","Overland_Park","ride",3,2,1262.91438091086
"Overland_Park__ride","Overland_Park","ride",1,3,-151.254362912907
"Overland_Park__ride","Overland_Park","ride",2,3,1262.91438091086
"Overland_Park__ride","Overland_Park","ride",3,3,2293.06710488301
"Palm_Bay__ride","Palm_Bay","ride",1,1,216.586722285689
"Palm_Bay__ride","Palm_Bay","ride",2,1,-95.0813754939249
"Palm_Bay__ride","Palm_Bay","ride",3,1,-190.63399605315
"Palm_Bay__ride","Palm_Bay","ride",1,2,-95.0813754939249
"Palm_Bay__ride","Palm_Bay","ride",2,2,44.0481246778488
"Palm_Bay__ride","Palm_Bay","ride",3,2,85.3356456491393
"Palm_Bay__ride","Palm_Bay","ride",1,3,-190.63399605315
"Palm_Bay__ride","Palm_Bay","ride",2,3,85.3356456491393
"Palm_Bay__ride","Palm_Bay","ride",3,3,173.107225923341
"Philadelphia__ride","Philadelphia","ride",1,1,1.43388625753926
"Philadelphia__ride","Philadelphia","ride",2,1,-1.59073415484312
"Philadelphia__ride","Philadelphia","ride",3,1,-2.51604018850237
"Philadelphia__ride","Philadelphia","ride",1,2,-1.59073415484312
"Philadelphia__ride","Philadelphia","ride",2,2,5.52438973538706
"Philadelphia__ride","Philadelphia","ride",3,2,9.30609705460882
"Philadelphia__ride","Philadelphia","ride",1,3,-2.51604018850237
"Philadelphia__ride","Philadelphia","ride",2,3,9.30609705460881
"Philadelphia__ride","Philadelphia","ride",3,3,15.8259180004073
"Phoenix__ride","Phoenix","ride",1,1,0.175709572117472
"Phoenix__ride","Phoenix","ride",2,1,-0.0637888962825566
"Phoenix__ride","Phoenix","ride",3,1,-0.143487961617639
"Phoenix__ride","Phoenix","ride",1,2,-0.0637888962825566
"Phoenix__ride","Phoenix","ride",2,2,0.0544846230049853
"Phoenix__ride","Phoenix","ride",3,2,0.0909647312013286
"Phoenix__ride","Phoenix","ride",1,3,-0.143487961617639
"Phoenix__ride","Phoenix","ride",2,3,0.0909647312013286
"Phoenix__ride","Phoenix","ride",3,3,0.206171191784213
"Raleigh__ride","Raleigh","ride",1,1,1.25555437304817
"Raleigh__ride","Raleigh","ride",2,1,-2.30837460482388
"Raleigh__ride","Raleigh","ride",3,1,-4.30101654018185
"Raleigh__ride","Raleigh","ride",1,2,-2.30837460482388
"Raleigh__ride","Raleigh","ride",2,2,14.1994541976749
"Raleigh__ride","Raleigh","ride",3,2,25.4882054290551
"Raleigh__ride","Raleigh","ride",1,3,-4.30101654018185
"Raleigh__ride","Raleigh","ride",2,3,25.488205429055
"Raleigh__ride","Raleigh","ride",3,3,45.8890458651729
"Richmond__ride","Richmond","ride",1,1,1.94259702391686
"Richmond__ride","Richmond","ride",2,1,-1.97402472542302
"Richmond__ride","Richmond","ride",3,1,-2.56632213811183
"Richmond__ride","Richmond","ride",1,2,-1.97402472542302
"Richmond__ride","Richmond","ride",2,2,3.96515124270813
"Richmond__ride","Richmond","ride",3,2,5.64293349913611
"Richmond__ride","Richmond","ride",1,3,-2.56632213811183
"Richmond__ride","Richmond","ride",2,3,5.64293349913611
"Richmond__ride","Richmond","ride",3,3,8.45324898198912
"Riverside__ride","Riverside","ride",1,1,46.0256849069175
"Riverside__ride","Riverside","ride",2,1,-53.2506397091891
"Riverside__ride","Riverside","ride",3,1,-98.8500670075181
"Riverside__ride","Riverside","ride",1,2,-53.2506397091891
"Riverside__ride","Riverside","ride",2,2,403.027875666096
"Riverside__ride","Riverside","ride",3,2,708.482042408113
"Riverside__ride","Riverside","ride",1,3,-98.8500670075181
"Riverside__ride","Riverside","ride",2,3,708.482042408113
"Riverside__ride","Riverside","ride",3,3,1247.26497362599
"Sacramento__ride","Sacramento","ride",1,1,44.7332584184076
"Sacramento__ride","Sacramento","ride",2,1,-48.0262940013614
"Sacramento__ride","Sacramento","ride",3,1,-41.7304497015778
"Sacramento__ride","Sacramento","ride",1,2,-48.0262940013614
"Sacramento__ride","Sacramento","ride",2,2,65.082651707002
"Sacramento__ride","Sacramento","ride",3,2,66.4891534786791
"Sacramento__ride","Sacramento","ride",1,3,-41.7304497015778
"Sacramento__ride","Sacramento","ride",2,3,66.4891534786791
"Sacramento__ride","Sacramento","ride",3,3,75.063081468639
"San_Antonio__ride","San_Antonio","ride",1,1,0.352211696588593
"San_Antonio__ride","San_Antonio","ride",2,1,-0.45328907437754
"San_Antonio__ride","San_Antonio","ride",3,1,-0.880837737747437
"San_Antonio__ride","San_Antonio","ride",1,2,-0.45328907437754
"San_Antonio__ride","San_Antonio","ride",2,2,0.653592808287196
"San_Antonio__ride","San_Antonio","ride",3,2,1.24850946562152
"San_Antonio__ride","San_Antonio","ride",1,3,-0.880837737747437
"San_Antonio__ride","San_Antonio","ride",2,3,1.24850946562152
"San_Antonio__ride","San_Antonio","ride",3,3,2.45550350309278
"San_Bernardino__ride","San_Bernardino","ride",1,1,97.0512096986383
"San_Bernardino__ride","San_Bernardino","ride",2,1,-20.4698236312329
"San_Bernardino__ride","San_Bernardino","ride",3,1,-31.5027252896347
"San_Bernardino__ride","San_Bernardino","ride",1,2,-20.4698236312329
"San_Bernardino__ride","San_Bernardino","ride",2,2,13.2399983319889
"San_Bernardino__ride","San_Bernardino","ride",3,2,19.3677304863111
"San_Bernardino__ride","San_Bernardino","ride",1,3,-31.5027252896347
"San_Bernardino__ride","San_Bernardino","ride",2,3,19.3677304863111
"San_Bernardino__ride","San_Bernardino","ride",3,3,36.8592357260179
"San_Jose__ride","San_Jose","ride",1,1,3.43392813522672
"San_Jose__ride","San_Jose","ride",2,1,-1.81991491948668
"San_Jose__ride","San_Jose","ride",3,1,-1.42525606404017
"San_Jose__ride","San_Jose","ride",1,2,-1.81991491948668
"San_Jose__ride","San_Jose","ride",2,2,1.98819414226522
"San_Jose__ride","San_Jose","ride",3,2,2.35833726712584
"San_Jose__ride","San_Jose","ride",1,3,-1.42525606404017
"San_Jose__ride","San_Jose","ride",2,3,2.35833726712584
"San_Jose__ride","San_Jose","ride",3,3,3.6031424249996
"Scottsdale__ride","Scottsdale","ride",1,1,1.74456714421258
"Scottsdale__ride","Scottsdale","ride",2,1,-2.25384366808085
"Scottsdale__ride","Scottsdale","ride",3,1,-4.89594356761369
"Scottsdale__ride","Scottsdale","ride",1,2,-2.25384366808085
"Scottsdale__ride","Scottsdale","ride",2,2,3.65760165104322
"Scottsdale__ride","Scottsdale","ride",3,2,7.71215077731786
"Scottsdale__ride","Scottsdale","ride",1,3,-4.89594356761369
"Scottsdale__ride","Scottsdale","ride",2,3,7.71215077731786
"Scottsdale__ride","Scottsdale","ride",3,3,16.4976743415192
"St_Louis__ride","St_Louis","ride",1,1,5.48409874687389
"St_Louis__ride","St_Louis","ride",2,1,-1.73944466967493
"St_Louis__ride","St_Louis","ride",3,1,-4.91412520922465
"St_Louis__ride","St_Louis","ride",1,2,-1.73944466967493
"St_Louis__ride","St_Louis","ride",2,2,3.85954729048727
"St_Louis__ride","St_Louis","ride",3,2,7.01105996415093
"St_Louis__ride","St_Louis","ride",1,3,-4.91412520922465
"St_Louis__ride","St_Louis","ride",2,3,7.01105996415093
"St_Louis__ride","St_Louis","ride",3,3,13.7677736163434
"St_Petersburg__ride","St_Petersburg","ride",1,1,2.37515238907506
"St_Petersburg__ride","St_Petersburg","ride",2,1,-0.648246424450124
"St_Petersburg__ride","St_Petersburg","ride",3,1,-1.33338092262731
"St_Petersburg__ride","St_Petersburg","ride",1,2,-0.648246424450124
"St_Petersburg__ride","St_Petersburg","ride",2,2,0.386791099101805
"St_Petersburg__ride","St_Petersburg","ride",3,2,0.593995240977142
"St_Petersburg__ride","St_Petersburg","ride",1,3,-1.33338092262731
"St_Petersburg__ride","St_Petersburg","ride",2,3,0.593995240977142
"St_Petersburg__ride","St_Petersburg","ride",3,3,1.42783946743725
"Tallahassee__ride","Tallahassee","ride",1,1,7.08248982468483
"Tallahassee__ride","Tallahassee","ride",2,1,-16.6800374773334
"Tallahassee__ride","Tallahassee","ride",3,1,-29.4552188171416
"Tallahassee__ride","Tallahassee","ride",1,2,-16.6800374773334
"Tallahassee__ride","Tallahassee","ride",2,2,57.5626621189441
"Tallahassee__ride","Tallahassee","ride",3,2,101.560646491729
"Tallahassee__ride","Tallahassee","ride",1,3,-29.4552188171416
"Tallahassee__ride","Tallahassee","ride",2,3,101.560646491729
"Tallahassee__ride","Tallahassee","ride",3,3,179.594869377741
"Tampa__ride","Tampa","ride",1,1,3.05018236816018
"Tampa__ride","Tampa","ride",2,1,-2.1669329260149
"Tampa__ride","Tampa","ride",3,1,-2.84369077262546
"Tampa__ride","Tampa","ride",1,2,-2.1669329260149
"Tampa__ride","Tampa","ride",2,2,1.8839158375212
"Tampa__ride","Tampa","ride",3,2,2.50849605630422
"Tampa__ride","Tampa","ride",1,3,-2.84369077262546
"Tampa__ride","Tampa","ride",2,3,2.50849605630422
"Tampa__ride","Tampa","ride",3,3,3.75167700529949
"Tucson__ride","Tucson","ride",1,1,0.112802307956046
"Tucson__ride","Tucson","ride",2,1,-0.0383112987340041
"Tucson__ride","Tucson","ride",3,1,-0.069228197486365
"Tucson__ride","Tucson","ride",1,2,-0.0383112987340041
"Tucson__ride","Tucson","ride",2,2,0.0490461475137254
"Tucson__ride","Tucson","ride",3,2,0.0675885940211177
"Tucson__ride","Tucson","ride",1,3,-0.0692281974863649
"Tucson__ride","Tucson","ride",2,3,0.0675885940211177
"Tucson__ride","Tucson","ride",3,3,0.148151044992084
"Virginia_Beach__ride","Virginia_Beach","ride",1,1,4.49013289203821
"Virginia_Beach__ride","Virginia_Beach","ride",2,1,-8.65882941515279
"Virginia_Beach__ride","Virginia_Beach","ride",3,1,-16.643337511074
"Virginia_Beach__ride","Virginia_Beach","ride",1,2,-8.65882941515279
"Virginia_Beach__ride","Virginia_Beach","ride",2,2,27.8758610101103
"Virginia_Beach__ride","Virginia_Beach","ride",3,2,51.8164338279556
"Virginia_Beach__ride","Virginia_Beach","ride",1,3,-16.643337511074
"Virginia_Beach__ride","Virginia_Beach","ride",2,3,51.8164338279556
"Virginia_Beach__ride","Virginia_Beach","ride",3,3,96.7067871849203
"Visalia__ride","Visalia","ride",1,1,0.838746414678611
"Visalia__ride","Visalia","ride",2,1,-0.385381512937897
"Visalia__ride","Visalia","ride",3,1,-0.692806456196192
"Visalia__ride","Visalia","ride",1,2,-0.385381512937897
"Visalia__ride","Visalia","ride",2,2,0.805482996518349
"Visalia__ride","Visalia","ride",3,2,1.20467101569851
"Visalia__ride","Visalia","ride",1,3,-0.692806456196192
"Visalia__ride","Visalia","ride",2,3,1.20467101569851
"Visalia__ride","Visalia","ride",3,3,2.19528105956446
"Washington__ride","Washington","ride",1,1,2.72570423674684
"Washington__ride","Washington","ride",2,1,-7.22371180118588
"Washington__ride","Washington","ride",3,1,-12.3564031111298
"Washington__ride","Washington","ride",1,2,-7.22371180118588
"Washington__ride","Washington","ride",2,2,25.9252951131831
"Washington__ride","Washington","ride",3,2,44.3406267064014
"Washington__ride","Washington","ride",1,3,-12.3564031111298
"Washington__ride","Washington","ride",2,3,44.3406267064014
"Washington__ride","Washington","ride",3,3,75.9103348750124
"Abilene__run","Abilene","run",1,1,5.7989549427709
"Abilene__run","Abilene","run",2,1,-1.84508059146331
"Abilene__run","Abilene","run",3,1,-2.71838265076894
"Abilene__run","Abilene","run",1,2,-1.84508059146331
"Abilene__run","Abilene","run",2,2,2.36689278734153
"Abilene__run","Abilene","run",3,2,1.68683738709702
"Abilene__run","Abilene","run",1,3,-2.71838265076894
"Abilene__run","Abilene","run",2,3,1.68683738709702
"Abilene__run","Abilene","run",3,3,3.46112828455101
"Amarillo__run","Amarillo","run",1,1,989.45312466416
"Amarillo__run","Amarillo","run",2,1,-12353.8823927952
"Amarillo__run","Amarillo","run",3,1,-20539.4561330939
"Amarillo__run","Amarillo","run",1,2,-12353.8823927952
"Amarillo__run","Amarillo","run",2,2,180484.086192117
"Amarillo__run","Amarillo","run",3,2,299473.867155407
"Amarillo__run","Amarillo","run",1,3,-20539.4561330939
"Amarillo__run","Amarillo","run",2,3,299473.867155407
"Amarillo__run","Amarillo","run",3,3,496927.740013897
"Arlington__run","Arlington","run",1,1,1.40610567487079
"Arlington__run","Arlington","run",2,1,-1.95993702938366
"Arlington__run","Arlington","run",3,1,-2.83811185744727
"Arlington__run","Arlington","run",1,2,-1.95993702938366
"Arlington__run","Arlington","run",2,2,3.11177950502892
"Arlington__run","Arlington","run",3,2,4.44895824768001
"Arlington__run","Arlington","run",1,3,-2.83811185744727
"Arlington__run","Arlington","run",2,3,4.44895824768001
"Arlington__run","Arlington","run",3,3,6.80791792481959
"Atlanta__run","Atlanta","run",1,1,2384.86108098679
"Atlanta__run","Atlanta","run",2,1,-234021.12772314
"Atlanta__run","Atlanta","run",3,1,-310208.485695398
"Atlanta__run","Atlanta","run",1,2,-234021.12772314
"Atlanta__run","Atlanta","run",2,2,47176572.7661308
"Atlanta__run","Atlanta","run",3,2,62488712.0034185
"Atlanta__run","Atlanta","run",1,3,-310208.485695398
"Atlanta__run","Atlanta","run",2,3,62488712.0034185
"Atlanta__run","Atlanta","run",3,3,82770777.9000241
"Austin__run","Austin","run",1,1,0.0465752457101913
"Austin__run","Austin","run",2,1,-0.041922164133988
"Austin__run","Austin","run",3,1,-0.0693574682760982
"Austin__run","Austin","run",1,2,-0.041922164133988
"Austin__run","Austin","run",2,2,0.0626533303356806
"Austin__run","Austin","run",3,2,0.0952823184206416
"Austin__run","Austin","run",1,3,-0.0693574682760982
"Austin__run","Austin","run",2,3,0.0952823184206416
"Austin__run","Austin","run",3,3,0.176521724441837
"Bakersfield__run","Bakersfield","run",1,1,4.81659538042256
"Bakersfield__run","Bakersfield","run",2,1,-16.9031849137453
"Bakersfield__run","Bakersfield","run",3,1,-31.8436330071671
"Bakersfield__run","Bakersfield","run",1,2,-16.9031849137453
"Bakersfield__run","Bakersfield","run",2,2,71.3134952212896
"Bakersfield__run","Bakersfield","run",3,2,133.949001238446
"Bakersfield__run","Bakersfield","run",1,3,-31.8436330071671
"Bakersfield__run","Bakersfield","run",2,3,133.949001238446
"Bakersfield__run","Bakersfield","run",3,3,252.066217926719
"Baltimore__run","Baltimore","run",1,1,1.95321675275604
"Baltimore__run","Baltimore","run",2,1,-3.32700207700888
"Baltimore__run","Baltimore","run",3,1,-5.12245632284189
"Baltimore__run","Baltimore","run",1,2,-3.32700207700888
"Baltimore__run","Baltimore","run",2,2,8.91036148965699
"Baltimore__run","Baltimore","run",3,2,14.0691536047322
"Baltimore__run","Baltimore","run",1,3,-5.12245632284189
"Baltimore__run","Baltimore","run",2,3,14.0691536047322
"Baltimore__run","Baltimore","run",3,3,22.5086480598951
"Boston__run","Boston","run",1,1,1162.25113623225
"Boston__run","Boston","run",2,1,-308.049369194577
"Boston__run","Boston","run",3,1,1140.34078457043
"Boston__run","Boston","run",1,2,-308.049369194577
"Boston__run","Boston","run",2,2,89.6819745150932
"Boston__run","Boston","run",3,2,-256.152119367659
"Boston__run","Boston","run",1,3,1140.34078457043
"Boston__run","Boston","run",2,3,-256.152119367659
"Boston__run","Boston","run",3,3,1412.65302789556
"Cape_Coral__run","Cape_Coral","run",1,1,19.9845343653797
"Cape_Coral__run","Cape_Coral","run",2,1,-7.86955389962609
"Cape_Coral__run","Cape_Coral","run",3,1,-6.93653958266459
"Cape_Coral__run","Cape_Coral","run",1,2,-7.86955389962609
"Cape_Coral__run","Cape_Coral","run",2,2,4.75986926951407
"Cape_Coral__run","Cape_Coral","run",3,2,5.25023158701126
"Cape_Coral__run","Cape_Coral","run",1,3,-6.93653958266459
"Cape_Coral__run","Cape_Coral","run",2,3,5.25023158701126
"Cape_Coral__run","Cape_Coral","run",3,3,11.0430188611866
"Chandler__run","Chandler","run",1,1,2.66995367391128
"Chandler__run","Chandler","run",2,1,-1.39754707200936
"Chandler__run","Chandler","run",3,1,-2.57611674652368
"Chandler__run","Chandler","run",1,2,-1.39754707200936
"Chandler__run","Chandler","run",2,2,2.422324450227
"Chandler__run","Chandler","run",3,2,4.08661722344606
"Chandler__run","Chandler","run",1,3,-2.57611674652367
"Chandler__run","Chandler","run",2,3,4.08661722344607
"Chandler__run","Chandler","run",3,3,7.82553674614594
"Charleston__run","Charleston","run",1,1,39.5189391884736
"Charleston__run","Charleston","run",2,1,-41.044006550848
"Charleston__run","Charleston","run",3,1,-78.7449129267314
"Charleston__run","Charleston","run",1,2,-41.044006550848
"Charleston__run","Charleston","run",2,2,105.861419770804
"Charleston__run","Charleston","run",3,2,181.678166745167
"Charleston__run","Charleston","run",1,3,-78.7449129267314
"Charleston__run","Charleston","run",2,3,181.678166745167
"Charleston__run","Charleston","run",3,3,315.326119367014
"Charlotte__run","Charlotte","run",1,1,12.2699499007335
"Charlotte__run","Charlotte","run",2,1,-22.664334505983
"Charlotte__run","Charlotte","run",3,1,-34.3005136044744
"Charlotte__run","Charlotte","run",1,2,-22.664334505983
"Charlotte__run","Charlotte","run",2,2,54.0254034163084
"Charlotte__run","Charlotte","run",3,2,81.6976516024566
"Charlotte__run","Charlotte","run",1,3,-34.3005136044744
"Charlotte__run","Charlotte","run",2,3,81.6976516024566
"Charlotte__run","Charlotte","run",3,3,124.044204883657
"Chicago__run","Chicago","run",1,1,202039.864237232
"Chicago__run","Chicago","run",2,1,-6149060.62609898
"Chicago__run","Chicago","run",3,1,-8007388.29222122
"Chicago__run","Chicago","run",1,2,-6149060.62609898
"Chicago__run","Chicago","run",2,2,2470088281.96328
"Chicago__run","Chicago","run",3,2,3209597713.30974
"Chicago__run","Chicago","run",1,3,-8007388.29222122
"Chicago__run","Chicago","run",2,3,3209597713.30974
"Chicago__run","Chicago","run",3,3,4170549757.65196
"Cincinnati__run","Cincinnati","run",1,1,3446035.93856071
"Cincinnati__run","Cincinnati","run",2,1,-6285433.20325401
"Cincinnati__run","Cincinnati","run",3,1,-8427929.95314617
"Cincinnati__run","Cincinnati","run",1,2,-6285433.20325401
"Cincinnati__run","Cincinnati","run",2,2,26033401955.2257
"Cincinnati__run","Cincinnati","run",3,2,34389879441.2745
"Cincinnati__run","Cincinnati","run",1,3,-8427929.95314617
"Cincinnati__run","Cincinnati","run",2,3,34389879441.2745
"Cincinnati__run","Cincinnati","run",3,3,45428712329.6386
"Clearwater__run","Clearwater","run",1,1,588.815276907699
"Clearwater__run","Clearwater","run",2,1,-104.92982068263
"Clearwater__run","Clearwater","run",3,1,-432.511726436415
"Clearwater__run","Clearwater","run",1,2,-104.92982068263
"Clearwater__run","Clearwater","run",2,2,20.6060840508384
"Clearwater__run","Clearwater","run",3,2,77.6360418980508
"Clearwater__run","Clearwater","run",1,3,-432.511726436415
"Clearwater__run","Clearwater","run",2,3,77.6360418980508
"Clearwater__run","Clearwater","run",3,3,327.20821807884
"Cleveland__run","Cleveland","run",1,1,206305738.617312
"Cleveland__run","Cleveland","run",2,1,-449156769.032491
"Cleveland__run","Cleveland","run",3,1,-559548711.007784
"Cleveland__run","Cleveland","run",1,2,-449156769.032491
"Cleveland__run","Cleveland","run",2,2,36908905451.941
"Cleveland__run","Cleveland","run",3,2,48823919096.3328
"Cleveland__run","Cleveland","run",1,3,-559548711.007784
"Cleveland__run","Cleveland","run",2,3,48823919096.3328
"Cleveland__run","Cleveland","run",3,3,64620027742.5791
"Columbia__run","Columbia","run",1,1,42.2745185234027
"Columbia__run","Columbia","run",2,1,-300.079548009445
"Columbia__run","Columbia","run",3,1,-536.877098486433
"Columbia__run","Columbia","run",1,2,-300.079548009445
"Columbia__run","Columbia","run",2,2,3121.06668754189
"Columbia__run","Columbia","run",3,2,5514.40345899151
"Columbia__run","Columbia","run",1,3,-536.877098486433
"Columbia__run","Columbia","run",2,3,5514.40345899151
"Columbia__run","Columbia","run",3,3,9747.23738435968
"Columbus__run","Columbus","run",1,1,252598.805988994
"Columbus__run","Columbus","run",2,1,-852399.402241422
"Columbus__run","Columbus","run",3,1,-1079293.80171194
"Columbus__run","Columbus","run",1,2,-852399.402241423
"Columbus__run","Columbus","run",2,2,20761764833.9144
"Columbus__run","Columbus","run",3,2,25660983810.8279
"Columbus__run","Columbus","run",1,3,-1079293.80171194
"Columbus__run","Columbus","run",2,3,25660983810.8279
"Columbus__run","Columbus","run",3,3,31716289538.6065
"Corpus_Christi__run","Corpus_Christi","run",1,1,20849638361.1279
"Corpus_Christi__run","Corpus_Christi","run",2,1,-13048710716.4694
"Corpus_Christi__run","Corpus_Christi","run",3,1,-24309869331.4481
"Corpus_Christi__run","Corpus_Christi","run",1,2,-13048710716.4694
"Corpus_Christi__run","Corpus_Christi","run",2,2,15348857995.7293
"Corpus_Christi__run","Corpus_Christi","run",3,2,28679094567.0079
"Corpus_Christi__run","Corpus_Christi","run",1,3,-24309869331.4481
"Corpus_Christi__run","Corpus_Christi","run",2,3,28679094567.0079
"Corpus_Christi__run","Corpus_Christi","run",3,3,61063288030.0161
"Dallas__run","Dallas","run",1,1,0.209222146831151
"Dallas__run","Dallas","run",2,1,-0.490819862254627
"Dallas__run","Dallas","run",3,1,-0.920539309409287
"Dallas__run","Dallas","run",1,2,-0.490819862254627
"Dallas__run","Dallas","run",2,2,3.11416501696975
"Dallas__run","Dallas","run",3,2,5.75943842037684
"Dallas__run","Dallas","run",1,3,-0.920539309409286
"Dallas__run","Dallas","run",2,3,5.75943842037684
"Dallas__run","Dallas","run",3,3,10.6943956080999
"Detroit__run","Detroit","run",1,1,84257.4653468846
"Detroit__run","Detroit","run",2,1,-2306218.5602429
"Detroit__run","Detroit","run",3,1,-3298166.06936642
"Detroit__run","Detroit","run",1,2,-2306218.5602429
"Detroit__run","Detroit","run",2,2,132500989.975075
"Detroit__run","Detroit","run",3,2,189215036.716196
"Detroit__run","Detroit","run",1,3,-3298166.06936642
"Detroit__run","Detroit","run",2,3,189215036.716196
"Detroit__run","Detroit","run",3,3,270204871.129814
"Fort_Worth__run","Fort_Worth","run",1,1,0.389835625642811
"Fort_Worth__run","Fort_Worth","run",2,1,-0.44393308949834
"Fort_Worth__run","Fort_Worth","run",3,1,-0.642253228918959
"Fort_Worth__run","Fort_Worth","run",1,2,-0.44393308949834
"Fort_Worth__run","Fort_Worth","run",2,2,0.589055055618071
"Fort_Worth__run","Fort_Worth","run",3,2,0.817070614011081
"Fort_Worth__run","Fort_Worth","run",1,3,-0.642253228918959
"Fort_Worth__run","Fort_Worth","run",2,3,0.817070614011081
"Fort_Worth__run","Fort_Worth","run",3,3,1.26778336269282
"Fresno__run","Fresno","run",1,1,5.84517741864966
"Fresno__run","Fresno","run",2,1,-9.04314939985944
"Fresno__run","Fresno","run",3,1,-16.6918913316036
"Fresno__run","Fresno","run",1,2,-9.04314939985944
"Fresno__run","Fresno","run",2,2,22.2554202726508
"Fresno__run","Fresno","run",3,2,39.9528448931727
"Fresno__run","Fresno","run",1,3,-16.6918913316036
"Fresno__run","Fresno","run",2,3,39.9528448931727
"Fresno__run","Fresno","run",3,3,72.6728235517384
"Gilbert__run","Gilbert","run",1,1,6.09895650736522
"Gilbert__run","Gilbert","run",2,1,-1.77288804522423
"Gilbert__run","Gilbert","run",3,1,-4.34271941617815
"Gilbert__run","Gilbert","run",1,2,-1.77288804522423
"Gilbert__run","Gilbert","run",2,2,2.27866417971055
"Gilbert__run","Gilbert","run",3,2,3.57624447001872
"Gilbert__run","Gilbert","run",1,3,-4.34271941617815
"Gilbert__run","Gilbert","run",2,3,3.57624447001873
"Gilbert__run","Gilbert","run",3,3,7.67404326805307
"Henderson__run","Henderson","run",1,1,1.30021603765531
"Henderson__run","Henderson","run",2,1,-0.555157388533647
"Henderson__run","Henderson","run",3,1,-0.672531145789133
"Henderson__run","Henderson","run",1,2,-0.555157388533647
"Henderson__run","Henderson","run",2,2,0.5997945414135
"Henderson__run","Henderson","run",3,2,0.603192354957727
"Henderson__run","Henderson","run",1,3,-0.672531145789133
"Henderson__run","Henderson","run",2,3,0.603192354957727
"Henderson__run","Henderson","run",3,3,1.11910583710372
"Houston__run","Houston","run",1,1,0.296494044042794
"Houston__run","Houston","run",2,1,-0.306860799005138
"Houston__run","Houston","run",3,1,-0.537083535961517
"Houston__run","Houston","run",1,2,-0.306860799005138
"Houston__run","Houston","run",2,2,0.393517999929312
"Houston__run","Houston","run",3,2,0.6543384906767
"Houston__run","Houston","run",1,3,-0.537083535961517
"Houston__run","Houston","run",2,3,0.6543384906767
"Houston__run","Houston","run",3,3,1.14627589817876
"Indianapolis__run","Indianapolis","run",1,1,42198.5772275079
"Indianapolis__run","Indianapolis","run",2,1,-380754.396921737
"Indianapolis__run","Indianapolis","run",3,1,-451629.822809286
"Indianapolis__run","Indianapolis","run",1,2,-380754.396921737
"Indianapolis__run","Indianapolis","run",2,2,7689141963.85832
"Indianapolis__run","Indianapolis","run",3,2,9054753623.90886
"Indianapolis__run","Indianapolis","run",1,3,-451629.822809286
"Indianapolis__run","Indianapolis","run",2,3,9054753623.90886
"Indianapolis__run","Indianapolis","run",3,3,10662901728.637
"Jacksonville__run","Jacksonville","run",1,1,3.16436940171216
"Jacksonville__run","Jacksonville","run",2,1,-1.74461725361527
"Jacksonville__run","Jacksonville","run",3,1,-3.14230567461204
"Jacksonville__run","Jacksonville","run",1,2,-1.74461725361527
"Jacksonville__run","Jacksonville","run",2,2,1.12839327839282
"Jacksonville__run","Jacksonville","run",3,2,1.87764652786759
"Jacksonville__run","Jacksonville","run",1,3,-3.14230567461204
"Jacksonville__run","Jacksonville","run",2,3,1.87764652786759
"Jacksonville__run","Jacksonville","run",3,3,3.86888673878734
"Kansas_City__run","Kansas_City","run",1,1,2.19911764804806
"Kansas_City__run","Kansas_City","run",2,1,-7.60757677158124
"Kansas_City__run","Kansas_City","run",3,1,-12.7611155576778
"Kansas_City__run","Kansas_City","run",1,2,-7.60757677158123
"Kansas_City__run","Kansas_City","run",2,2,38.0499048860483
