"model_id","city","activity","row_component","col_component","covariance"
"Columbus__walk","Columbus","walk",1,3,-1318164.51314207
"Columbus__walk","Columbus","walk",2,3,19897468356.694
"Columbus__walk","Columbus","walk",3,3,24592787625.0022
"Corpus_Christi__walk","Corpus_Christi","walk",1,1,12199845631.7997
"Corpus_Christi__walk","Corpus_Christi","walk",2,1,-10411251464.4358
"Corpus_Christi__walk","Corpus_Christi","walk",3,1,-17914203291.258
"Corpus_Christi__walk","Corpus_Christi","walk",1,2,-10411251464.4358
"Corpus_Christi__walk","Corpus_Christi","walk",2,2,16305352102.4372
"Corpus_Christi__walk","Corpus_Christi","walk",3,2,29975217615.4798
"Corpus_Christi__walk","Corpus_Christi","walk",1,3,-17914203291.258
"Corpus_Christi__walk","Corpus_Christi","walk",2,3,29975217615.4798
"Corpus_Christi__walk","Corpus_Christi","walk",3,3,59228328381.2442
"Dallas__walk","Dallas","walk",1,1,3.01904945078838
"Dallas__walk","Dallas","walk",2,1,-15.3047419131438
"Dallas__walk","Dallas","walk",3,1,-28.416473281143
"Dallas__walk","Dallas","walk",1,2,-15.3047419131438
"Dallas__walk","Dallas","walk",2,2,96.3566829256249
"Dallas__walk","Dallas","walk",3,2,178.488956728935
"Dallas__walk","Dallas","walk",1,3,-28.416473281143
"Dallas__walk","Dallas","walk",2,3,178.488956728935
"Dallas__walk","Dallas","walk",3,3,330.818566237823
"Detroit__walk","Detroit","walk",1,1,1046382.49784655
"Detroit__walk","Detroit","walk",2,1,-36228862.8996232
"Detroit__walk","Detroit","walk",3,1,-51806808.5816509
"Detroit__walk","Detroit","walk",1,2,-36228862.8996232
"Detroit__walk","Detroit","walk",2,2,21088680800.1162
"Detroit__walk","Detroit","walk",3,2,30042546625.9777
"Detroit__walk","Detroit","walk",1,3,-51806808.5816509
"Detroit__walk","Detroit","walk",2,3,30042546625.9777
"Detroit__walk","Detroit","walk",3,3,42798099367.6299
"Fort_Worth__walk","Fort_Worth","walk",1,1,1.85284900287668
"Fort_Worth__walk","Fort_Worth","walk",2,1,-2.10340621422559
"Fort_Worth__walk","Fort_Worth","walk",3,1,-3.04768280012408
"Fort_Worth__walk","Fort_Worth","walk",1,2,-2.10340621422559
"Fort_Worth__walk","Fort_Worth","walk",2,2,2.80797437119783
"Fort_Worth__walk","Fort_Worth","walk",3,2,3.89859542682828
"Fort_Worth__walk","Fort_Worth","walk",1,3,-3.04768280012408
"Fort_Worth__walk","Fort_Worth","walk",2,3,3.89859542682828
"Fort_Worth__walk","Fort_Worth","walk",3,3,6.04207325925445
"Fresno__walk","Fresno","walk",1,1,4.77341782469955
"Fresno__walk","Fresno","walk",2,1,-3.56607649007694
"Fresno__walk","Fresno","walk",3,1,-6.78059976860685
"Fresno__walk","Fresno","walk",1,2,-3.56607649007694
"Fresno__walk","Fresno","walk",2,2,5.86613585206945
"Fresno__walk","Fresno","walk",3,2,10.2051359387274
"Fresno__walk","Fresno","walk",1,3,-6.78059976860685
"Fresno__walk","Fresno","walk",2,3,10.2051359387274
"Fresno__walk","Fresno","walk",3,3,19.2983808105722
"Gilbert__walk","Gilbert","walk",1,1,334.320837880326
"Gilbert__walk","Gilbert","walk",2,1,-1272.46353175615
"Gilbert__walk","Gilbert","walk",3,1,-2319.65451391181
"Gilbert__walk","Gilbert","walk",1,2,-1272.46353175615
"Gilbert__walk","Gilbert","walk",2,2,7133.29044398938
"Gilbert__walk","Gilbert","walk",3,2,12793.1097122917
"Gilbert__walk","Gilbert","walk",1,3,-2319.65451391181
"Gilbert__walk","Gilbert","walk",2,3,12793.1097122917
"Gilbert__walk","Gilbert","walk",3,3,22972.1199433157
"Henderson__walk","Henderson","walk",1,1,5.78677138121665
"Henderson__walk","Henderson","walk",2,1,-2.71216695239344
"Henderson__walk","Henderson","walk",3,1,-2.95803362423591
"Henderson__walk","Henderson","walk",1,2,-2.71216695239344
"Henderson__walk","Henderson","walk",2,2,2.7885254361961
"Henderson__walk","Henderson","walk",3,2,2.60775220740563
"Henderson__walk","Henderson","walk",1,3,-2.95803362423591
"Henderson__walk","Henderson","walk",2,3,2.60775220740563
"Henderson__walk","Henderson","walk",3,3,4.55509428476321
"Houston__walk","Houston","walk",1,1,1.31391394946309
"Houston__walk","Houston","walk",2,1,-1.3932287759579
"Houston__walk","Houston","walk",3,1,-2.42446348228238
"Houston__walk","Houston","walk",1,2,-1.3932287759579
"Houston__walk","Houston","walk",2,2,1.77767429776675
"Houston__walk","Houston","walk",3,2,2.96471841419034
"Houston__walk","Houston","walk",1,3,-2.42446348228238
"Houston__walk","Houston","walk",2,3,2.96471841419034
"Houston__walk","Houston","walk",3,3,5.16448323501744
"Indianapolis__walk","Indianapolis","walk",1,1,122801.622439026
"Indianapolis__walk","Indianapolis","walk",2,1,-839073.641217561
"Indianapolis__walk","Indianapolis","walk",3,1,-997286.191737106
"Indianapolis__walk","Indianapolis","walk",1,2,-839073.641217561
"Indianapolis__walk","Indianapolis","walk",2,2,8744079358.84869
"Indianapolis__walk","Indianapolis","walk",3,2,10297080294.9102
"Indianapolis__walk","Indianapolis","walk",1,3,-997286.191737106
"Indianapolis__walk","Indianapolis","walk",2,3,10297080294.9102
"Indianapolis__walk","Indianapolis","walk",3,3,12125904209.0096
"Jacksonville__walk","Jacksonville","walk",1,1,17.6814288934788
"Jacksonville__walk","Jacksonville","walk",2,1,-9.34881719592237
"Jacksonville__walk","Jacksonville","walk",3,1,-17.6147626641302
"Jacksonville__walk","Jacksonville","walk",1,2,-9.34881719592237
"Jacksonville__walk","Jacksonville","walk",2,2,5.67711824704411
"Jacksonville__walk","Jacksonville","walk",3,2,9.96763427612732
"Jacksonville__walk","Jacksonville","walk",1,3,-17.6147626641302
"Jacksonville__walk","Jacksonville","walk",2,3,9.96763427612732
"Jacksonville__walk","Jacksonville","walk",3,3,21.4245259688922
"Kansas_City__walk","Kansas_City","walk",1,1,14.1959603999831
"Kansas_City__walk","Kansas_City","walk",2,1,-60.4862846472889
"Kansas_City__walk","Kansas_City","walk",3,1,-101.18625709076
"Kansas_City__walk","Kansas_City","walk",1,2,-60.4862846472889
"Kansas_City__walk","Kansas_City","walk",2,2,304.230522804471
"Kansas_City__walk","Kansas_City","walk",3,2,507.416696245778
"Kansas_City__walk","Kansas_City","walk",1,3,-101.18625709076
"Kansas_City__walk","Kansas_City","walk",2,3,507.416696245778
"Kansas_City__walk","Kansas_City","walk",3,3,846.759277966897
"Las_Vegas__walk","Las_Vegas","walk",1,1,8.80659453221336
"Las_Vegas__walk","Las_Vegas","walk",2,1,-13.6458484133206
"Las_Vegas__walk","Las_Vegas","walk",3,1,-24.0677068507571
"Las_Vegas__walk","Las_Vegas","walk",1,2,-13.6458484133206
"Las_Vegas__walk","Las_Vegas","walk",2,2,37.493620977421
"Las_Vegas__walk","Las_Vegas","walk",3,2,65.408319795248
"Las_Vegas__walk","Las_Vegas","walk",1,3,-24.0677068507571
"Las_Vegas__walk","Las_Vegas","walk",2,3,65.408319795248
"Las_Vegas__walk","Las_Vegas","walk",3,3,115.622310092919
"Los_Angeles__walk","Los_Angeles","walk",1,1,1254.37153381503
"Los_Angeles__walk","Los_Angeles","walk",2,1,-6077.59102004734
"Los_Angeles__walk","Los_Angeles","walk",3,1,-10503.5521695095
"Los_Angeles__walk","Los_Angeles","walk",1,2,-6077.59102004734
"Los_Angeles__walk","Los_Angeles","walk",2,2,36179.948211856
"Los_Angeles__walk","Los_Angeles","walk",3,2,62815.5743452077
"Los_Angeles__walk","Los_Angeles","walk",1,3,-10503.5521695095
"Los_Angeles__walk","Los_Angeles","walk",2,3,62815.5743452077
"Los_Angeles__walk","Los_Angeles","walk",3,3,109075.022327203
"Louisville__walk","Louisville","walk",1,1,38767.8622970426
"Louisville__walk","Louisville","walk",2,1,-596373.831191359
"Louisville__walk","Louisville","walk",3,1,-891204.83670371
"Louisville__walk","Louisville","walk",1,2,-596373.831191359
"Louisville__walk","Louisville","walk",2,2,133185248.479865
"Louisville__walk","Louisville","walk",3,2,197119227.778121
"Louisville__walk","Louisville","walk",1,3,-891204.83670371
"Louisville__walk","Louisville","walk",2,3,197119227.778121
"Louisville__walk","Louisville","walk",3,3,291746117.591612
"Lubbock__walk","Lubbock","walk",1,1,54.1309814286406
"Lubbock__walk","Lubbock","walk",2,1,-68.7033577331574
"Lubbock__walk","Lubbock","walk",3,1,-113.948584708808
"Lubbock__walk","Lubbock","walk",1,2,-68.7033577331574
"Lubbock__walk","Lubbock","walk",2,2,133.244441486623
"Lubbock__walk","Lubbock","walk",3,2,216.603424344307
"Lubbock__walk","Lubbock","walk",1,3,-113.948584708808
"Lubbock__walk","Lubbock","walk",2,3,216.603424344307
"Lubbock__walk","Lubbock","walk",3,3,360.701569168029
"Mesa__walk","Mesa","walk",1,1,9.46550932162596
"Mesa__walk","Mesa","walk",2,1,-3.366393092127
"Mesa__walk","Mesa","walk",3,1,-7.69248473385975
"Mesa__walk","Mesa","walk",1,2,-3.366393092127
"Mesa__walk","Mesa","walk",2,2,3.60323598173365
"Mesa__walk","Mesa","walk",3,2,5.98983766130722
"Mesa__walk","Mesa","walk",1,3,-7.69248473385975
"Mesa__walk","Mesa","walk",2,3,5.98983766130722
"Mesa__walk","Mesa","walk",3,3,12.8937998180653
"Miami__walk","Miami","walk",1,1,12937.5010177231
"Miami__walk","Miami","walk",2,1,-47178.8544141811
"Miami__walk","Miami","walk",3,1,-68707.0815096175
"Miami__walk","Miami","walk",1,2,-47178.8544141811
"Miami__walk","Miami","walk",2,2,393397.605391258
"Miami__walk","Miami","walk",3,2,594208.747507611
"Miami__walk","Miami","walk",1,3,-68707.0815096175
"Miami__walk","Miami","walk",2,3,594208.747507611
"Miami__walk","Miami","walk",3,3,898816.000841651
"Milwaukee__walk","Milwaukee","walk",1,1,6871480854.75539
"Milwaukee__walk","Milwaukee","walk",2,1,1181266759.9393
"Milwaukee__walk","Milwaukee","walk",3,1,-742120624.108267
"Milwaukee__walk","Milwaukee","walk",1,2,1181266759.9393
"Milwaukee__walk","Milwaukee","walk",2,2,485315933.95703
"Milwaukee__walk","Milwaukee","walk",3,2,275358073.974045
"Milwaukee__walk","Milwaukee","walk",1,3,-742120624.108267
"Milwaukee__walk","Milwaukee","walk",2,3,275358073.974045
"Milwaukee__walk","Milwaukee","walk",3,3,673603062.931641
"Minneapolis__walk","Minneapolis","walk",1,1,124389.963776945
"Minneapolis__walk","Minneapolis","walk",2,1,-750731.52350479
"Minneapolis__walk","Minneapolis","walk",3,1,-758368.145647828
"Minneapolis__walk","Minneapolis","walk",1,2,-750731.52350479
"Minneapolis__walk","Minneapolis","walk",2,2,5611848.60105885
"Minneapolis__walk","Minneapolis","walk",3,2,5787492.02919289
"Minneapolis__walk","Minneapolis","walk",1,3,-758368.145647828
"Minneapolis__walk","Minneapolis","walk",2,3,5787492.02919289
"Minneapolis__walk","Minneapolis","walk",3,3,5979148.0896476
"Miramar__walk","Miramar","walk",1,1,849.019974701927
"Miramar__walk","Miramar","walk",2,1,-3492.40149397731
"Miramar__walk","Miramar","walk",3,1,-5937.29146639357
"Miramar__walk","Miramar","walk",1,2,-3492.40149397731
"Miramar__walk","Miramar","walk",2,2,27746.7262294481
"Miramar__walk","Miramar","walk",3,2,46231.1442272382
"Miramar__walk","Miramar","walk",1,3,-5937.29146639357
"Miramar__walk","Miramar","walk",2,3,46231.1442272382
"Miramar__walk","Miramar","walk",3,3,77085.0195007593
"Nashville__walk","Nashville","walk",1,1,436.918631184581
"Nashville__walk","Nashville","walk",2,1,-7721.91165681423
"Nashville__walk","Nashville","walk",3,1,-13333.870548194
"Nashville__walk","Nashville","walk",1,2,-7721.91165681423
"Nashville__walk","Nashville","walk",2,2,163824.056861448
"Nashville__walk","Nashville","walk",3,2,282303.750864078
"Nashville__walk","Nashville","walk",1,3,-13333.870548194
"Nashville__walk","Nashville","walk",2,3,282303.750864078
"Nashville__walk","Nashville","walk",3,3,486481.06513997
"New_York__walk","New_York","walk",1,1,4.54259678794294
"New_York__walk","New_York","walk",2,1,-4.10358816757963
"New_York__walk","New_York","walk",3,1,-5.27167656131676
"New_York__walk","New_York","walk",1,2,-4.10358816757963
"New_York__walk","New_York","walk",2,2,4.50226655816114
"New_York__walk","New_York","walk",3,2,6.10922431500147
"New_York__walk","New_York","walk",1,3,-5.27167656131676
"New_York__walk","New_York","walk",2,3,6.10922431500147
"New_York__walk","New_York","walk",3,3,9.16493007617528
"Newark__walk","Newark","walk",1,1,2877.98723972817
"Newark__walk","Newark","walk",2,1,-6894.41411336937
"Newark__walk","Newark","walk",3,1,-9340.9185017635
"Newark__walk","Newark","walk",1,2,-6894.41411336937
"Newark__walk","Newark","walk",2,2,16693.3675504191
"Newark__walk","Newark","walk",3,2,22651.6205857857
"Newark__walk","Newark","walk",1,3,-9340.9185017635
"Newark__walk","Newark","walk",2,3,22651.6205857857
"Newark__walk","Newark","walk",3,3,30773.9248433579
"Oklahoma_City__walk","Oklahoma_City","walk",1,1,100.023173777358
"Oklahoma_City__walk","Oklahoma_City","walk",2,1,-1250.13925964566
"Oklahoma_City__walk","Oklahoma_City","walk",3,1,-2155.55064687069
"Oklahoma_City__walk","Oklahoma_City","walk",1,2,-1250.13925964566
"Oklahoma_City__walk","Oklahoma_City","walk",2,2,22095.1242914737
"Oklahoma_City__walk","Oklahoma_City","walk",3,2,37905.6588786713
"Oklahoma_City__walk","Oklahoma_City","walk",1,3,-2155.55064687069
"Oklahoma_City__walk","Oklahoma_City","walk",2,3,37905.6588786713
"Oklahoma_City__walk","Oklahoma_City","walk",3,3,65034.4934434749
"Orlando__walk","Orlando","walk",1,1,60.6016849425588
"Orlando__walk","Orlando","walk",2,1,-129.028587346899
"Orlando__walk","Orlando","walk",3,1,-211.675367707095
"Orlando__walk","Orlando","walk",1,2,-129.028587346899
"Orlando__walk","Orlando","walk",2,2,311.346686328044
"Orlando__walk","Orlando","walk",3,2,520.104734507057
"Orlando__walk","Orlando","walk",1,3,-211.675367707095
"Orlando__walk","Orlando","walk",2,3,520.104734507057
"Orlando__walk","Orlando","walk",3,3,875.931389971943
"Overland_Park__walk","Overland_Park","walk",1,1,14.7256882260691
"Overland_Park__walk","Overland_Park","walk",2,1,-72.2772750953855
"Overland_Park__walk","Overland_Park","walk",3,1,-133.163877616527
"Overland_Park__walk","Overland_Park","walk",1,2,-72.2772750953855
"Overland_Park__walk","Overland_Park","walk",2,2,534.73994614605
"Overland_Park__walk","Overland_Park","walk",3,2,973.890284883857
"Overland_Park__walk","Overland_Park","walk",1,3,-133.163877616527
"Overland_Park__walk","Overland_Park","walk",2,3,973.890284883857
"Overland_Park__walk","Overland_Park","walk",3,3,1774.85791375812
"Palm_Bay__walk","Palm_Bay","walk",1,1,216443.678504929
"Palm_Bay__walk","Palm_Bay","walk",2,1,-16709807.0537349
"Palm_Bay__walk","Palm_Bay","walk",3,1,-25242556.626864
"Palm_Bay__walk","Palm_Bay","walk",1,2,-16709807.0537349
"Palm_Bay__walk","Palm_Bay","walk",2,2,1784693711.48992
"Palm_Bay__walk","Palm_Bay","walk",3,2,2694096181.51413
"Palm_Bay__walk","Palm_Bay","walk",1,3,-25242556.6268641
"Palm_Bay__walk","Palm_Bay","walk",2,3,2694096181.51413
"Palm_Bay__walk","Palm_Bay","walk",3,3,4066896363.99216
"Philadelphia__walk","Philadelphia","walk",1,1,101.318405572599
"Philadelphia__walk","Philadelphia","walk",2,1,-329.849309691604
"Philadelphia__walk","Philadelphia","walk",3,1,-559.220436464352
"Philadelphia__walk","Philadelphia","walk",1,2,-329.849309691604
"Philadelphia__walk","Philadelphia","walk",2,2,1406.45661932124
"Philadelphia__walk","Philadelphia","walk",3,2,2390.1009293375
"Philadelphia__walk","Philadelphia","walk",1,3,-559.220436464352
"Philadelphia__walk","Philadelphia","walk",2,3,2390.1009293375
"Philadelphia__walk","Philadelphia","walk",3,3,4064.27347408188
"Phoenix__walk","Phoenix","walk",1,1,1.88724991595057
"Phoenix__walk","Phoenix","walk",2,1,-0.733800873891646
"Phoenix__walk","Phoenix","walk",3,1,-1.58052420102736
"Phoenix__walk","Phoenix","walk",1,2,-0.733800873891646
"Phoenix__walk","Phoenix","walk",2,2,0.661451746599681
"Phoenix__walk","Phoenix","walk",3,2,1.12711427049827
"Phoenix__walk","Phoenix","walk",1,3,-1.58052420102736
"Phoenix__walk","Phoenix","walk",2,3,1.12711427049827
"Phoenix__walk","Phoenix","walk",3,3,2.42384927466314
"Raleigh__walk","Raleigh","walk",1,1,42.6700518287193
"Raleigh__walk","Raleigh","walk",2,1,-274.349782150836
"Raleigh__walk","Raleigh","walk",3,1,-493.217922432092
"Raleigh__walk","Raleigh","walk",1,2,-274.349782150836
"Raleigh__walk","Raleigh","walk",2,2,2511.79817324686
"Raleigh__walk","Raleigh","walk",3,2,4485.53982728093
"Raleigh__walk","Raleigh","walk",1,3,-493.217922432092
"Raleigh__walk","Raleigh","walk",2,3,4485.53982728093
"Raleigh__walk","Raleigh","walk",3,3,8012.24462602036
"Richmond__walk","Richmond","walk",1,1,15.8073475644603
"Richmond__walk","Richmond","walk",2,1,-15.6266509421187
"Richmond__walk","Richmond","walk",3,1,-22.5316423011381
"Richmond__walk","Richmond","walk",1,2,-15.6266509421187
"Richmond__walk","Richmond","walk",2,2,34.7146590443609
"Richmond__walk","Richmond","walk",3,2,51.3218615610784
"Richmond__walk","Richmond","walk",1,3,-22.5316423011381
"Richmond__walk","Richmond","walk",2,3,51.3218615610784
"Richmond__walk","Richmond","walk",3,3,78.0848529135691
"Riverside__walk","Riverside","walk",1,1,7807.25143904103
"Riverside__walk","Riverside","walk",2,1,-63241.6862998486
"Riverside__walk","Riverside","walk",3,1,-110796.602118772
"Riverside__walk","Riverside","walk",1,2,-63241.6862998486
"Riverside__walk","Riverside","walk",2,2,1112248.09044877
"Riverside__walk","Riverside","walk",3,2,1938827.34402077
"Riverside__walk","Riverside","walk",1,3,-110796.602118772
"Riverside__walk","Riverside","walk",2,3,1938827.34402077
"Riverside__walk","Riverside","walk",3,3,3379847.29193951
"Sacramento__walk","Sacramento","walk",1,1,346.54578382869
"Sacramento__walk","Sacramento","walk",2,1,-418.452273300671
"Sacramento__walk","Sacramento","walk",3,1,-392.936831688658
"Sacramento__walk","Sacramento","walk",1,2,-418.452273300671
"Sacramento__walk","Sacramento","walk",2,2,692.96257941939
"Sacramento__walk","Sacramento","walk",3,2,759.40542293679
"Sacramento__walk","Sacramento","walk",1,3,-392.936831688658
"Sacramento__walk","Sacramento","walk",2,3,759.405422936789
"Sacramento__walk","Sacramento","walk",3,3,891.79104605959
"San_Antonio__walk","San_Antonio","walk",1,1,3.25834302728827
"San_Antonio__walk","San_Antonio","walk",2,1,-4.06332404831891
"San_Antonio__walk","San_Antonio","walk",3,1,-7.98233792621243
"San_Antonio__walk","San_Antonio","walk",1,2,-4.06332404831891
"San_Antonio__walk","San_Antonio","walk",2,2,5.64872737195671
"San_Antonio__walk","San_Antonio","walk",3,2,10.9062602598951
"San_Antonio__walk","San_Antonio","walk",1,3,-7.98233792621243
"San_Antonio__walk","San_Antonio","walk",2,3,10.9062602598951
"San_Antonio__walk","San_Antonio","walk",3,3,21.716289655942
"San_Bernardino__walk","San_Bernardino","walk",1,1,36325.9048705712
"San_Bernardino__walk","San_Bernardino","walk",2,1,-1161458.92882442
"San_Bernardino__walk","San_Bernardino","walk",3,1,-1986079.68797233
"San_Bernardino__walk","San_Bernardino","walk",1,2,-1161458.92882442
"San_Bernardino__walk","San_Bernardino","walk",2,2,74426977.2532803
"San_Bernardino__walk","San_Bernardino","walk",3,2,126931068.488723
"San_Bernardino__walk","San_Bernardino","walk",1,3,-1986079.68797233
"San_Bernardino__walk","San_Bernardino","walk",2,3,126931068.488723
"San_Bernardino__walk","San_Bernardino","walk",3,3,216475682.092317
"San_Jose__walk","San_Jose","walk",1,1,130.234817654757
"San_Jose__walk","San_Jose","walk",2,1,-288.0853278697
"San_Jose__walk","San_Jose","walk",3,1,-400.096498122326
"San_Jose__walk","San_Jose","walk",1,2,-288.0853278697
"San_Jose__walk","San_Jose","walk",2,2,1347.46186297323
"San_Jose__walk","San_Jose","walk",3,2,2049.97864511109
"San_Jose__walk","San_Jose","walk",1,3,-400.096498122326
"San_Jose__walk","San_Jose","walk",2,3,2049.97864511109
"San_Jose__walk","San_Jose","walk",3,3,3148.12444041529
"Scottsdale__walk","Scottsdale","walk",1,1,46.8444958600982
"Scottsdale__walk","Scottsdale","walk",2,1,-65.0086360449088
"Scottsdale__walk","Scottsdale","walk",3,1,-141.826622394029
"Scottsdale__walk","Scottsdale","walk",1,2,-65.0086360449088
"Scottsdale__walk","Scottsdale","walk",2,2,149.834677293487
"Scottsdale__walk","Scottsdale","walk",3,2,307.626959141793
"Scottsdale__walk","Scottsdale","walk",1,3,-141.826622394029
"Scottsdale__walk","Scottsdale","walk",2,3,307.626959141793
"Scottsdale__walk","Scottsdale","walk",3,3,639.076541137063
"St_Louis__walk","St_Louis","walk",1,1,18.8617244744735
"St_Louis__walk","St_Louis","walk",2,1,-15.5748309588419
"St_Louis__walk","St_Louis","walk",3,1,-33.4624781825323
"St_Louis__walk","St_Louis","walk",1,2,-15.5748309588419
"St_Louis__walk","St_Louis","walk",2,2,120.139367633758
"St_Louis__walk","St_Louis","walk",3,2,208.946395400475
"St_Louis__walk","St_Louis","walk",1,3,-33.4624781825323
"St_Louis__walk","St_Louis","walk",2,3,208.946395400475
"St_Louis__walk","St_Louis","walk",3,3,366.822520886438
"St_Petersburg__walk","St_Petersburg","walk",1,1,20.0416613412858
"St_Petersburg__walk","St_Petersburg","walk",2,1,-5.91949673841204
"St_Petersburg__walk","St_Petersburg","walk",3,1,-9.28988407873051
"St_Petersburg__walk","St_Petersburg","walk",1,2,-5.91949673841204
"St_Petersburg__walk","St_Petersburg","walk",2,2,6.62989233505822
"St_Petersburg__walk","St_Petersburg","walk",3,2,9.76605987490693
"St_Petersburg__walk","St_Petersburg","walk",1,3,-9.28988407873051
"St_Petersburg__walk","St_Petersburg","walk",2,3,9.76605987490693
"St_Petersburg__walk","St_Petersburg","walk",3,3,18.8067641241021
"Tallahassee__walk","Tallahassee","walk",1,1,108.033048581572
"Tallahassee__walk","Tallahassee","walk",2,1,-326.377529304594
"Tallahassee__walk","Tallahassee","walk",3,1,-579.444352726048
"Tallahassee__walk","Tallahassee","walk",1,2,-326.377529304594
"Tallahassee__walk","Tallahassee","walk",2,2,1132.40602810624
"Tallahassee__walk","Tallahassee","walk",3,2,2010.96360099828
"Tallahassee__walk","Tallahassee","walk",1,3,-579.444352726048
"Tallahassee__walk","Tallahassee","walk",2,3,2010.96360099828
"Tallahassee__walk","Tallahassee","walk",3,3,3573.62586946752
"Tampa__walk","Tampa","walk",1,1,31.4764352525316
"Tampa__walk","Tampa","walk",2,1,-15.2083667411132
"Tampa__walk","Tampa","walk",3,1,-17.8186382603095
"Tampa__walk","Tampa","walk",1,2,-15.2083667411132
"Tampa__walk","Tampa","walk",2,2,11.141324528051
"Tampa__walk","Tampa","walk",3,2,13.6070735440273
"Tampa__walk","Tampa","walk",1,3,-17.8186382603095
"Tampa__walk","Tampa","walk",2,3,13.6070735440273
"Tampa__walk","Tampa","walk",3,3,25.3505853926496
"Tucson__walk","Tucson","walk",1,1,1.47638840638706
"Tucson__walk","Tucson","walk",2,1,-0.501250302389141
"Tucson__walk","Tucson","walk",3,1,-0.994441861979259
"Tucson__walk","Tucson","walk",1,2,-0.501250302389141
"Tucson__walk","Tucson","walk",2,2,0.590855397193633
"Tucson__walk","Tucson","walk",3,2,0.89904375608626
"Tucson__walk","Tucson","walk",1,3,-0.994441861979259
"Tucson__walk","Tucson","walk",2,3,0.89904375608626
"Tucson__walk","Tucson","walk",3,3,1.99659590873281
"Virginia_Beach__walk","Virginia_Beach","walk",1,1,29.1729358469787
"Virginia_Beach__walk","Virginia_Beach","walk",2,1,-55.1344137985766
"Virginia_Beach__walk","Virginia_Beach","walk",3,1,-105.509261570834
"Virginia_Beach__walk","Virginia_Beach","walk",1,2,-55.1344137985766
"Virginia_Beach__walk","Virginia_Beach","walk",2,2,165.610483542158
"Virginia_Beach__walk","Virginia_Beach","walk",3,2,307.093577797615
"Virginia_Beach__walk","Virginia_Beach","walk",1,3,-105.509261570834
"Virginia_Beach__walk","Virginia_Beach","walk",2,3,307.093577797615
"Virginia_Beach__walk","Virginia_Beach","walk",3,3,571.970220741455
"Visalia__walk","Visalia","walk",1,1,139.165109579817
"Visalia__walk","Visalia","walk",2,1,-514.867172164662
"Visalia__walk","Visalia","walk",3,1,-904.090152257089
"Visalia__walk","Visalia","walk",1,2,-514.867172164662
"Visalia__walk","Visalia","walk",2,2,2722.73850956127
"Visalia__walk","Visalia","walk",3,2,4725.90589822109
"Visalia__walk","Visalia","walk",1,3,-904.090152257089
"Visalia__walk","Visalia","walk",2,3,4725.90589822109
"Visalia__walk","Visalia","walk",3,3,8215.85717260838
"Washington__walk","Washington","walk",1,1,14.817064730373
"Washington__walk","Washington","walk",2,1,-34.5116629613316
"Washington__walk","Washington","walk",3,1,-58.9131131695521
"Washington__walk","Washington","walk",1,2,-34.5116629613316
"Washington__walk","Washington","walk",2,2,149.401389068407
"Washington__walk","Washington","walk",3,2,254.652095184985
"Washington__walk","Washington","walk",1,3,-58.9131131695521
"Washington__walk","Washington","walk",2,3,254.652095184985
"Washington__walk","Washington","walk",3,3,434.630766843992
