scenario,city_standard,indicator,heatwave_type,activity_type,city_label,period,n_days,heatwave_days,pa_loss_fraction_percent,pa_loss_fraction_low_percent,pa_loss_fraction_high_percent,annualized_asri_percent,annualized_asri_low_percent,annualized_asri_high_percent,scenario_label,indicator_label,heatwave_label,dtw4lag12_cluster,dtw4lag12_cluster_label,dtw4lag12_cluster_color
ssp370,Charlotte,exceeded_quantity,composite,all,Charlotte,2025-2050,218270.0,29865.0,0.4286003045606756,0.0,0.9838747358945195,0.43750794981173174,0.0,1.0310252394471062,SSP3-7.0,Exceeded cumulative intensity,Compound,4,C4,#1F4F8C
ssp370,Chicago,exceeded_quantity,composite,all,Chicago,2025-2050,246740.0,24321.0,0.365097608382423,0.00012020548778776789,0.8281317147082324,0.37386164935896193,0.00012101147575625282,0.8734308375384633,SSP3-7.0,Exceeded cumulative intensity,Compound,4,C4,#1F4F8C
ssp370,Cincinnati,exceeded_quantity,composite,all,Cincinnati,2025-2050,113880.0,4923.0,0.14105935981851667,0.0,0.32605329433354435,0.143811532962402,0.0,0.34091961636476376,SSP3-7.0,Exceeded cumulative intensity,Compound,4,C4,#1F4F8C
ssp370,Clearwater,exceeded_quantity,composite,all,Clearwater,2025-2050,47450.0,6099.0,0.17794051813525652,0.0,0.42701620670105145,0.179630395389817,0.0,0.43679888233222414,SSP3-7.0,Exceeded cumulative intensity,Compound,4,C4,#1F4F8C
ssp370,Cleveland,exceeded_quantity,composite,all,Cleveland,2025-2050,104390.0,3434.0,0.11829771326135617,0.0,0.27123950781158845,0.12083179218958617,0.0,0.28473929602040104,SSP3-7.0,Exceeded cumulative intensity,Compound,3,C3,#5EA4CE
ssp370,Columbia,exceeded_quantity,composite,all,Columbia,2025-2050,104390.0,16437.0,0.4771652981687408,0.0,1.096269375205415,0.4870040109984325,0.0,1.1484026195127346,SSP3-7.0,Exceeded cumulative intensity,Compound,3,C3,#5EA4CE
ssp370,Columbus,exceeded_quantity,composite,all,Columbus,2025-2050,237250.0,5992.0,0.0950704993935782,0.0,0.21784654611962784,0.09713337873012198,0.0,0.22886764065168322,SSP3-7.0,Exceeded cumulative intensity,Compound,2,C2,#E39D00
ssp370,Corpus_Christi,exceeded_quantity,composite,all,Corpus Christi,2025-2050,18980.0,2916.0,0.207430465219673,0.0,0.49866204812371057,0.2092831359192196,0.0,0.5094133675873475,SSP3-7.0,Exceeded cumulative intensity,Compound,1,C1,#B83A34
ssp370,Dallas,exceeded_quantity,composite,all,Dallas,2025-2050,275210.0,49823.0,0.5629125808021288,0.0,1.2852073208576742,0.5753783683113551,0.0,1.3502320578922065,SSP3-7.0,Exceeded cumulative intensity,Compound,1,C1,#B83A34
ssp370,Detroit,exceeded_quantity,composite,all,Detroit,2025-2050,132860.0,6174.0,0.17494406105000415,2.1517031179702396e-05,0.39879787825058044,0.17893631415885536,2.1667699840370613e-05,0.4197964046748637,SSP3-7.0,Exceeded cumulative intensity,Compound,1,C1,#B83A34
